volume_id,slice_index,component_count,tiny_components_lt_10px,smallest_component_pixels,largest_component_pixels
100,638,2,1,4,67
100,639,2,1,5,65
100,641,2,1,2,59
100,642,2,1,2,37
100,643,2,1,4,24
100,644,2,1,6,13
100,645,1,1,8,8
100,646,1,1,5,5
101,415,2,1,1,261
101,438,2,1,1,482
101,457,3,1,1,101
101,462,5,3,1,200
101,463,3,1,1,211
101,467,3,1,3,260
101,468,4,1,1,267
101,471,4,1,1,296
101,472,4,1,1,307
101,478,6,1,1,333
101,479,6,1,1,330
101,482,4,1,1,391
101,485,4,1,1,481
101,501,3,1,2,958
101,502,3,1,1,968
101,504,3,1,2,982
101,507,4,1,1,968
101,508,4,1,1,942
101,509,5,1,2,873
101,510,12,10,1,969
101,512,3,1,1,979
101,516,4,1,1,762
101,518,4,1,1,711
101,523,5,1,1,484
101,525,4,1,1,438
101,527,5,2,3,375
101,530,4,1,1,367
101,535,4,2,1,345
101,536,4,1,1,336
101,550,3,1,1,120
101,559,1,1,1,1
101,575,2,1,1,71
101,577,3,2,1,104
101,578,2,1,1,129
101,584,2,1,1,246
101,601,2,1,1,206
101,603,2,1,1,167
101,606,2,1,1,120
101,609,2,1,1,63
101,610,4,4,1,7
101,617,1,1,1,1
103,541,2,1,1,415
103,558,2,1,3,73
103,561,1,1,8,8
103,586,1,1,4,4
103,587,1,1,5,5
103,588,1,1,9,9
103,594,1,1,7,7
103,595,1,1,1,1
104,283,2,1,5,29
104,307,2,1,6,94
104,308,2,1,3,94
104,309,2,1,3,102
104,310,4,3,1,114
104,311,5,4,1,136
104,312,3,1,1,185
104,313,6,5,2,295
104,314,4,3,1,333
104,315,4,3,1,384
104,316,3,1,1,437
104,317,3,1,1,487
104,318,4,3,1,516
104,324,3,1,4,749
104,325,4,2,1,796
104,326,3,2,1,828
104,327,2,1,7,847
104,329,2,1,1,912
104,351,3,1,1,1044
104,352,3,1,1,1056
104,413,1,1,5,5
104,414,1,1,8,8
104,415,1,1,7,7
104,416,1,1,6,6
104,417,1,1,2,2
104,423,1,1,2,2
104,424,1,1,3,3
104,425,1,1,5,5
104,426,1,1,8,8
104,431,1,1,5,5
104,432,1,1,3,3
104,433,1,1,4,4
104,434,1,1,4,4
107,268,1,1,8,8
107,269,1,1,9,9
107,280,1,1,5,5
107,331,1,1,1,1
107,332,1,1,1,1
107,333,1,1,6,6
107,334,1,1,7,7
107,345,1,1,9,9
107,346,1,1,8,8
107,347,2,2,1,4
107,348,1,1,4,4
107,349,1,1,3,3
107,350,1,1,2,2
107,358,1,1,2,2
107,359,1,1,2,2
107,360,1,1,3,3
107,361,1,1,5,5
107,362,2,2,6,8
107,363,2,2,8,9
107,364,2,1,9,11
107,365,2,1,7,13
107,366,2,1,6,18
107,367,2,1,4,28
107,368,2,1,4,41
107,392,1,1,7,7
107,393,1,1,7,7
107,394,1,1,4,4
107,395,1,1,3,3
108,414,1,1,2,2
108,415,2,1,5,12
108,416,2,1,9,20
108,443,5,1,5,904
108,451,9,1,9,502
108,458,8,1,3,903
108,467,7,1,2,824
108,468,7,1,3,833
108,471,12,3,1,919
108,472,12,3,6,870
108,473,10,1,3,1116
108,474,8,1,9,1480
108,478,14,1,1,816
108,479,15,1,1,479
108,480,15,1,3,435
108,482,16,5,1,671
108,483,13,3,1,675
108,485,13,2,3,591
108,486,13,1,5,593
108,489,10,1,6,801
108,492,15,1,1,520
108,495,12,1,7,559
108,497,14,1,7,424
108,501,16,2,5,480
108,502,18,3,4,505
108,503,16,3,3,533
108,504,20,5,1,410
108,505,17,1,8,420
108,508,15,1,7,391
108,509,14,2,6,376
108,510,15,3,4,372
108,511,14,3,1,538
108,512,12,1,4,561
108,517,15,1,1,894
108,518,16,1,4,888
108,519,18,3,1,984
108,520,19,1,1,977
108,521,18,1,1,1031
108,522,20,1,9,974
108,525,21,1,7,1011
108,528,23,3,1,1015
108,529,23,3,3,1138
108,530,20,3,6,1410
108,531,17,1,5,1489
108,532,18,1,1,1533
108,533,17,1,7,1512
108,536,15,1,6,1063
108,537,14,1,5,1052
108,538,15,1,2,1065
108,539,15,1,2,1064
108,540,15,1,1,1042
108,541,14,1,4,1028
108,542,18,4,1,1027
108,544,16,1,5,991
108,547,20,2,4,535
108,550,22,1,4,880
108,552,21,1,3,783
108,555,17,1,1,768
108,568,15,1,8,507
108,569,19,4,1,601
108,570,15,1,6,589
108,573,11,2,8,442
108,574,16,1,9,449
108,575,17,1,8,505
108,576,17,1,9,491
108,578,14,1,7,498
108,581,15,1,7,477
108,584,9,1,9,439
108,585,13,2,1,389
108,586,11,1,9,398
108,593,9,1,9,392
108,594,7,1,9,666
108,597,8,1,9,628
108,598,9,2,1,644
108,599,11,2,1,586
108,600,8,1,1,552
108,601,7,1,9,522
108,605,7,3,1,291
108,608,4,1,9,248
108,612,3,1,8,78
109,310,1,1,7,7
109,311,1,1,7,7
109,312,1,1,7,7
109,313,1,1,8,8
109,325,3,1,8,39
109,326,3,1,8,35
109,327,3,1,7,39
109,328,3,1,5,34
109,329,3,1,2,37
109,331,2,1,8,53
109,358,2,1,6,11
109,359,2,1,6,12
109,360,2,1,9,18
109,361,2,1,7,11
109,362,2,1,7,11
109,406,5,1,4,69
109,407,5,1,7,69
109,409,7,1,7,84
109,410,7,1,9,94
109,411,6,2,3,95
109,412,6,1,2,106
109,413,5,1,1,120
109,414,5,1,2,129
109,415,5,1,7,145
109,416,7,2,6,142
109,417,6,1,6,143
109,418,8,2,6,155
109,419,5,1,9,149
109,420,6,1,9,137
109,422,6,1,7,140
109,423,6,2,8,169
109,425,6,1,1,112
109,426,6,2,1,110
109,427,6,2,1,103
109,429,7,1,1,91
109,440,5,1,2,148
109,441,5,1,3,160
109,442,5,1,2,174
109,444,5,1,8,148
109,446,5,1,6,193
109,447,4,1,8,206
109,463,1,1,9,9
109,464,2,2,1,1
110,388,1,1,5,5
110,389,1,1,8,8
110,390,1,1,9,9
110,407,3,1,6,236
110,408,3,1,7,239
110,410,3,1,8,207
110,412,3,1,8,197
110,413,3,1,7,207
110,414,3,1,6,193
110,416,3,1,8,169
110,417,3,1,6,151
110,418,2,1,3,159
110,445,3,1,7,179
110,446,2,1,9,181
110,468,4,1,9,266
110,469,6,3,1,266
110,476,4,1,9,129
110,479,5,1,7,164
110,480,4,1,6,151
110,481,4,1,3,146
110,482,4,1,2,178
110,483,4,1,2,268
110,488,5,2,1,497
110,489,3,1,5,501
110,490,3,1,9,502
110,493,3,1,7,515
110,496,2,1,6,439
110,511,2,1,9,60
110,512,2,1,7,67
110,513,2,1,9,85
110,514,2,1,8,95
110,516,3,1,8,109
111,318,1,1,3,3
111,331,3,3,1,2
111,334,1,1,1,1
111,349,2,1,4,25
111,352,2,1,9,27
111,354,2,1,9,10
111,355,2,2,6,7
111,356,1,1,6,6
111,357,1,1,1,1
111,358,1,1,1,1
111,359,1,1,2,2
111,360,1,1,2,2
111,361,1,1,5,5
111,362,1,1,7,7
111,370,2,1,1,15
111,377,1,1,9,9
111,378,1,1,8,8
111,379,1,1,5,5
111,380,1,1,3,3
111,381,1,1,2,2
111,426,1,1,7,7
112,365,1,1,9,9
112,372,1,1,1,1
112,400,1,1,7,7
112,401,1,1,7,7
112,402,1,1,5,5
112,403,1,1,8,8
112,416,1,1,9,9
112,450,1,1,3,3
112,451,1,1,8,8
112,452,1,1,9,9
112,455,1,1,6,6
112,456,1,1,3,3
113,415,1,1,1,1
113,416,1,1,1,1
113,419,3,3,1,2
113,420,5,3,1,28
113,421,4,2,1,28
113,422,4,2,1,37
113,423,4,2,1,47
113,424,3,1,1,61
113,425,4,2,1,88
113,426,4,2,1,100
113,427,6,4,1,115
113,428,3,1,1,112
113,429,4,2,1,118
113,430,3,1,1,113
113,431,4,2,1,117
113,432,3,1,1,119
113,433,5,3,1,133
113,434,3,1,1,125
113,435,3,1,1,131
113,436,4,2,1,154
113,437,4,2,1,184
113,438,4,2,1,201
113,439,3,1,1,218
113,440,3,1,1,239
113,445,4,3,1,202
113,453,3,1,1,56
113,455,2,1,5,80
113,483,3,1,9,23
113,500,1,1,2,2
113,503,2,1,4,60
113,515,3,1,9,234
113,527,2,1,4,174
113,530,2,1,1,133
113,542,3,1,2,148
113,566,2,1,1,11
113,567,1,1,9,9
117,288,5,4,1,17
117,289,3,1,5,24
117,290,3,1,1,36
117,291,2,1,1,102
117,309,2,1,2,163
117,311,3,2,1,95
117,313,2,1,2,66
117,314,2,1,7,62
117,315,2,1,7,58
117,320,2,1,9,74
117,322,2,1,7,63
117,323,2,1,4,57
117,324,2,1,3,55
117,329,3,3,1,2
117,330,1,1,7,7
117,331,2,1,2,19
117,339,2,1,5,28
117,340,2,1,3,15
117,341,2,1,9,12
117,342,2,1,1,18
117,343,4,2,1,19
117,346,3,1,7,79
117,347,3,2,5,92
117,348,2,1,8,110
117,354,2,1,8,127
117,358,3,1,5,110
117,359,3,2,4,121
117,361,5,2,1,118
117,362,6,3,1,108
117,363,10,6,1,97
117,366,5,1,2,112
117,367,5,2,2,125
117,368,5,2,2,142
117,369,7,4,1,164
117,370,6,2,1,196
117,371,7,2,1,212
117,373,8,2,4,233
117,374,8,1,1,250
117,375,8,1,4,274
117,376,10,2,1,293
117,377,10,3,1,314
117,378,7,1,6,325
117,379,8,2,1,338
117,380,7,3,1,346
117,381,7,2,2,350
117,382,6,1,3,355
117,383,6,1,9,355
117,385,8,3,2,341
117,386,6,2,5,336
117,388,6,3,2,264
117,389,9,4,1,255
117,390,8,3,1,251
117,391,7,3,1,244
117,392,7,3,2,238
117,393,6,3,1,238
117,394,10,6,1,227
117,395,7,3,4,236
117,396,7,3,7,246
117,397,7,3,1,258
117,398,8,2,4,283
117,399,10,2,1,298
117,401,8,2,2,332
117,402,9,1,3,351
117,403,9,1,4,374
117,404,12,2,1,382
117,405,12,2,2,365
117,406,12,3,1,370
117,407,10,1,1,366
117,408,11,2,8,367
117,410,12,3,1,359
117,411,15,5,1,356
117,412,15,6,1,386
117,413,15,6,1,439
117,414,13,2,2,455
117,415,17,7,1,417
117,416,14,4,1,429
117,417,13,4,1,423
117,418,12,4,1,434
117,424,11,2,5,550
117,425,13,5,1,546
117,426,14,6,1,544
117,427,10,2,4,570
117,428,12,2,5,593
117,429,13,2,1,643
117,430,15,6,1,671
117,431,11,1,5,704
117,432,14,5,1,731
117,433,11,2,1,779
117,434,11,1,1,805
117,437,10,1,1,884
117,439,12,1,5,905
117,440,13,2,5,907
117,441,17,7,1,921
117,442,12,3,2,926
117,443,12,3,1,933
117,444,17,9,1,934
117,445,16,6,1,946
117,446,11,1,1,954
117,447,11,2,1,957
117,448,13,3,1,968
117,449,11,2,1,973
117,451,8,1,9,986
117,454,10,3,1,1034
117,455,11,3,1,1043
117,456,12,4,1,1049
117,457,10,1,8,1062
117,458,10,2,1,1059
117,459,13,4,1,1068
117,460,11,4,1,1101
117,461,11,4,1,1106
117,462,10,2,5,1136
117,463,11,2,1,1098
117,464,10,1,5,1060
117,465,10,1,6,1057
117,466,14,6,1,1061
117,467,14,3,1,1096
117,468,13,2,2,1135
117,469,15,5,1,1160
117,470,11,2,1,1177
117,471,11,3,1,1650
117,472,13,4,1,1202
117,473,11,3,1,1470
117,474,14,4,1,1410
117,476,13,3,1,1391
117,477,14,4,1,1381
117,478,14,4,1,1368
117,479,13,2,1,1349
117,480,10,1,6,1333
117,482,11,2,1,1315
117,483,9,1,1,1313
117,484,9,1,1,1342
117,485,10,2,1,1332
117,486,15,10,1,1332
117,487,6,2,8,1304
117,488,10,6,1,1030
117,489,10,5,1,1142
117,490,10,3,1,1158
117,491,9,3,3,1151
117,492,8,1,1,1076
117,493,8,1,4,1033
117,494,9,1,4,1002
117,495,9,1,4,958
117,496,10,1,2,915
117,497,12,2,1,855
117,498,13,4,1,893
117,499,11,2,1,801
117,500,9,1,6,743
117,501,11,3,1,745
117,502,10,1,9,625
117,503,12,3,1,626
117,506,14,5,1,739
117,507,9,2,1,764
117,508,8,2,1,762
117,509,7,1,5,798
117,510,6,2,7,817
117,511,7,2,4,856
117,512,6,2,6,743
117,513,8,5,1,657
117,514,2,1,9,660
117,515,2,1,9,670
117,517,3,1,2,662
117,521,3,1,7,600
118,221,3,2,1,98
118,227,2,1,1,341
118,228,2,1,5,468
118,235,2,1,7,1820
118,238,2,1,8,2091
118,240,2,1,6,2240
118,248,2,1,6,2554
118,250,2,1,9,2604
118,271,4,1,4,1046
118,272,5,2,1,906
118,273,4,1,8,888
118,275,4,1,6,645
118,276,5,3,1,553
118,282,4,1,1,134
120,181,1,1,8,8
120,200,1,1,5,5
120,201,1,1,8,8
120,219,1,1,8,8
120,220,1,1,7,7
120,221,1,1,3,3
120,222,1,1,1,1
120,248,1,1,1,1
120,249,1,1,1,1
120,250,1,1,1,1
120,251,2,2,2,3
120,252,1,1,3,3
120,253,2,2,3,8
120,254,2,1,3,10
120,255,1,1,4,4
120,256,2,2,2,3
120,257,1,1,5,5
120,258,1,1,9,9
120,259,1,1,8,8
120,260,2,1,7,14
120,261,2,1,2,30
121,272,1,1,3,3
121,273,1,1,6,6
121,274,1,1,5,5
121,289,1,1,2,2
121,290,1,1,6,6
121,291,1,1,3,3
122,217,5,1,5,275
122,218,5,1,3,281
122,219,6,1,6,303
122,220,6,1,9,321
122,222,6,1,1,378
122,223,6,1,1,414
122,224,6,1,2,448
122,225,6,3,2,489
122,226,5,2,1,541
122,227,4,1,2,540
122,228,2,1,7,549
122,252,2,1,9,14
123,275,5,1,9,434
124,208,2,2,4,4
124,209,3,1,8,12
124,211,3,1,6,32
124,212,3,1,8,29
124,213,3,1,7,37
124,214,3,1,2,54
124,215,2,1,4,68
124,232,3,2,4,561
124,233,4,3,3,558
124,234,4,3,7,552
124,235,5,3,4,620
124,236,5,2,4,615
124,237,4,2,7,600
124,238,4,3,5,526
124,239,4,3,6,435
124,240,4,1,7,424
124,241,3,1,8,397
124,242,3,1,6,313
124,244,4,2,3,120
124,245,4,2,6,153
124,246,5,3,4,195
124,247,4,1,7,223
124,248,4,1,4,276
125,212,1,1,3,3
125,220,1,1,3,3
126,218,1,1,7,7
127,632,1,1,8,8
128,474,2,1,2,38
128,475,2,1,6,39
128,486,4,1,4,106
128,487,4,1,6,114
128,488,4,1,8,129
128,541,9,1,5,393
128,544,6,1,9,380
128,545,6,1,9,377
128,546,6,1,8,347
128,547,6,1,9,329
128,550,5,1,8,303
128,566,2,1,6,49
128,567,2,1,6,40
128,568,2,1,7,30
128,569,2,1,8,24
128,571,2,2,8,9
128,572,2,2,1,8
128,573,1,1,8,8
128,574,1,1,8,8
129,140,6,1,1,1023
129,146,4,1,7,1232
129,171,4,1,1,1266
129,179,5,1,4,995
130,382,2,1,1,30
130,439,2,1,7,1714
130,440,2,1,6,1747
130,441,3,1,6,1775
130,453,3,1,2,2157
130,456,2,1,9,2207
130,457,2,1,7,2205
130,463,3,2,3,2457
130,464,3,2,7,2467
130,467,4,1,8,2561
130,469,5,2,5,2604
130,470,5,2,5,2591
130,471,5,2,4,2609
130,472,5,2,4,2633
130,475,5,1,9,2698
130,476,5,1,8,2701
130,478,6,2,7,2756
130,479,6,1,9,2773
130,481,6,1,4,2726
130,482,6,2,8,2722
130,483,5,1,7,2717
130,484,5,1,7,2721
130,485,7,4,1,2729
130,486,5,1,7,2774
130,487,5,1,6,2807
130,488,5,1,8,2863
130,489,5,1,9,2902
130,490,5,2,5,2935
130,491,4,1,7,2945
130,493,4,1,8,3013
130,494,4,1,8,3084
130,495,4,1,6,3106
130,496,4,2,6,3145
130,497,5,3,3,3189
130,498,4,2,3,3173
130,499,4,2,2,3160
130,500,4,2,2,3146
130,501,4,2,2,3162
130,502,4,2,3,3164
130,503,5,3,3,3171
130,504,4,2,8,3163
130,507,4,1,7,3173
130,508,4,1,3,3161
130,509,4,1,1,3164
130,510,4,1,1,3181
130,514,3,1,8,3131
130,515,4,2,1,3105
130,527,2,1,6,2828
130,528,3,1,4,2798
130,529,3,1,3,2752
130,530,4,2,4,2743
130,531,4,2,8,2701
130,538,4,1,5,2467
130,539,5,2,1,2390
130,540,5,2,1,2321
130,541,4,3,2,2250
130,542,4,3,1,2166
130,543,2,1,6,2070
130,549,2,1,5,1488
130,550,2,1,6,1379
130,551,2,1,6,1275
130,552,2,1,8,1181
130,553,3,1,3,1055
130,555,4,1,1,583
130,556,4,1,1,522
130,557,4,2,4,480
130,558,6,2,6,438
130,559,5,1,5,394
130,560,5,1,8,348
130,561,7,4,1,302
130,562,5,2,1,265
130,563,4,2,8,180
130,564,6,3,1,130
130,565,4,1,4,91
130,566,4,1,4,48
130,567,4,1,3,37
130,568,3,1,3,42
130,569,2,1,6,32
130,572,2,1,2,19
130,573,2,2,2,9
130,574,2,2,3,3
130,575,1,1,1,1
