volume_id,saved_slice_index,candidate_source_slice,offset,image_correlation
60,202,207,5,0.9035555507033274
61,166,161,-5,0.8454916551990801
61,166,162,-4,0.8784438070865431
61,166,163,-3,0.9120861232986053
61,166,164,-2,0.9493241110144276
61,166,165,-1,0.9834199168085348
61,166,166,0,1.0
61,166,167,1,0.983628156882089
61,166,168,2,0.9522496486001522
61,166,169,3,0.9200314185237839
61,166,170,4,0.8829873384920287
61,166,171,5,0.8409954495904924
62,158,153,-5,0.917315769918605
62,158,154,-4,0.929807693177039
62,158,155,-3,0.9433662215705675
62,158,156,-2,0.9600974293165533
62,158,157,-1,0.9835362545496908
62,158,158,0,1.0
62,158,159,1,0.9866554505869787
62,158,160,2,0.9643580204930504
62,158,161,3,0.9425958991908322
62,158,162,4,0.9104312967425593
62,158,163,5,0.8693150207057522
63,82,77,-5,0.7903089368967183
63,82,78,-4,0.822554003639261
63,82,79,-3,0.8528599451045822
63,82,80,-2,0.8935594942201668
63,82,81,-1,0.9545050016175944
63,82,82,0,1.0
63,82,83,1,0.9566685748827316
63,82,84,2,0.8897665494184634
63,82,85,3,0.8368120073613986
63,82,86,4,0.7982032163269515
63,82,87,5,0.7687535521832917
64,192,187,-5,0.912647572981737
64,192,188,-4,0.9291711368111243
64,192,189,-3,0.9444507676625992
64,192,190,-2,0.9630433532825102
64,192,191,-1,0.9843262437276995
64,192,192,0,1.0
64,192,193,1,0.9836616639228837
64,192,194,2,0.9563150039908838
64,192,195,3,0.9318088806017448
64,192,196,4,0.9074349049109497
64,192,197,5,0.8816247927243717
65,426,421,-5,0.956372739955828
65,426,422,-4,0.9659472096949245
65,426,423,-3,0.9762392847519666
65,426,424,-2,0.9859521197732319
65,426,425,-1,0.9949542088258132
65,426,426,0,1.0
65,426,427,1,0.9945837925964811
65,426,428,2,0.9840680502048735
65,426,429,3,0.9719862606092767
65,426,430,4,0.9594200212487036
65,426,431,5,0.9463216033354894
66,73,68,-5,0.793282212599156
66,73,69,-4,0.8070583697638363
66,73,70,-3,0.8338370611193289
66,73,71,-2,0.8882946542181155
66,73,72,-1,0.9512010422961039
66,73,73,0,1.0
66,73,74,1,0.9470769182029127
66,73,75,2,0.8777675020271407
66,73,76,3,0.8263576532560732
66,73,77,4,0.7805749590562465
66,73,78,5,0.7309754055653818
67,135,130,-5,0.8871319534067981
67,135,131,-4,0.9058211776810324
67,135,132,-3,0.9273998997905648
67,135,133,-2,0.95446748606159
67,135,134,-1,0.9849678142607763
67,135,135,0,1.0
67,135,136,1,0.9836856891425168
67,135,137,2,0.9513813190171372
67,135,138,3,0.9197324281398402
67,135,139,4,0.8890616416322662
67,135,140,5,0.8556643553328572
68,138,133,-5,0.918715417348245
68,138,134,-4,0.9277403707611949
68,138,135,-3,0.9384613550655895
68,138,136,-2,0.9583936737426298
68,138,137,-1,0.9854713658961101
68,138,138,0,1.0
68,138,139,1,0.9858513086764672
68,138,140,2,0.957329678958995
68,138,141,3,0.9279130281305905
68,138,142,4,0.8968101684100677
68,138,143,5,0.8574699326037173
69,203,198,-5,0.8781208206171811
69,203,199,-4,0.9019499079813751
69,203,200,-3,0.9253447917102018
69,203,201,-2,0.9497882738158293
69,203,202,-1,0.979439421817534
69,203,203,0,1.0
69,203,204,1,0.977894134062223
69,203,205,2,0.9428632400711653
69,203,206,3,0.9130971620253285
69,203,207,4,0.8806701843118058
69,203,208,5,0.8448722299136842
70,287,282,-5,0.9305208801471744
70,287,283,-4,0.9436534535052321
70,287,284,-3,0.9596247158838749
70,287,285,-2,0.9780957348817501
70,287,286,-1,0.9935724478133544
70,287,287,0,1.0
70,287,288,1,0.9928847919168003
70,287,289,2,0.97683493612037
70,287,290,3,0.9582801725835518
70,287,291,4,0.9394351172405646
70,287,292,5,0.9207646788940836
71,77,72,-5,0.7573498464270213
71,77,73,-4,0.7866579839252075
71,77,74,-3,0.8219831232927509
71,77,75,-2,0.8742346530915872
71,77,76,-1,0.9381679690095733
71,77,77,0,1.0
71,77,78,1,0.9311088994745703
71,77,79,2,0.8406714520109791
71,77,80,3,0.7683311497538107
71,77,81,4,0.6807749431519107
71,77,82,5,0.6034149519159994
72,62,57,-5,0.8731300480252968
72,62,58,-4,0.8987121458290092
72,62,59,-3,0.9256552597785725
72,62,60,-2,0.9529222528739308
72,62,61,-1,0.9831898754233312
72,62,62,0,1.0
72,62,63,1,0.9824278149350874
72,62,64,2,0.9480048056158565
72,62,65,3,0.9123044705579595
72,62,66,4,0.8776036315558512
72,62,67,5,0.8424855267298629
73,98,93,-5,0.8870080502024131
73,98,94,-4,0.9017452310810521
73,98,95,-3,0.920474421910059
73,98,96,-2,0.9444238497411062
73,98,97,-1,0.9757619917896749
73,98,98,0,1.0
73,98,99,1,0.9770493823703528
73,98,100,2,0.9419990418511109
73,98,101,3,0.9134423359955133
73,98,102,4,0.891795977625134
73,98,103,5,0.8735042320431798
74,79,74,-5,0.8495167834972774
74,79,75,-4,0.8808129805380519
74,79,76,-3,0.901713294576647
74,79,77,-2,0.9261490782907557
74,79,78,-1,0.9681872863979603
74,79,79,0,1.0
74,79,80,1,0.9700519914548575
74,79,81,2,0.9227945835571564
74,79,82,3,0.8754935155657295
74,79,83,4,0.8345012587255093
74,79,84,5,0.8034806928327967
75,74,69,-5,0.8398226989583295
75,74,70,-4,0.8578024615625064
75,74,71,-3,0.884574386123929
75,74,72,-2,0.9178348127598954
75,74,73,-1,0.9605992900490761
75,74,74,0,1.0
75,74,75,1,0.9596559542979984
75,74,76,2,0.9086508613995014
75,74,77,3,0.8530008983942087
75,74,78,4,0.7946566619929326
75,74,79,5,0.7511928782899677
76,135,130,-5,0.8378830789142332
76,135,131,-4,0.872903061654483
76,135,132,-3,0.9088890191071404
76,135,133,-2,0.9442472527341851
76,135,134,-1,0.980210549900098
76,135,135,0,1.0
76,135,136,1,0.9783111023803128
76,135,137,2,0.9403946125639824
76,135,138,3,0.8979270250296236
76,135,139,4,0.8660182676278205
76,135,140,5,0.8359606171280677
77,80,75,-5,0.729667859635606
77,80,76,-4,0.7581425871432791
77,80,77,-3,0.7973959173414592
77,80,78,-2,0.8608335720021782
77,80,79,-1,0.9403258375103172
77,80,80,0,1.0
77,80,81,1,0.9521644189006372
77,80,82,2,0.8876495488904408
77,80,83,3,0.8422180965529669
77,80,84,4,0.8138447059162128
77,80,85,5,0.7991583482544893
78,152,147,-5,0.9340467520540424
78,152,148,-4,0.948926466996219
78,152,149,-3,0.9656938003586827
78,152,150,-2,0.9814194941966774
78,152,151,-1,0.9943746267514965
78,152,152,0,1.0
78,152,153,1,0.994590842899484
78,152,154,2,0.9819974945514371
78,152,155,3,0.9672543894012129
78,152,156,4,0.9533169038687102
78,152,157,5,0.9396695770852213
79,125,120,-5,0.8194603213776319
79,125,121,-4,0.8460078542434818
79,125,122,-3,0.8791653801998693
79,125,123,-2,0.9186525868515893
79,125,124,-1,0.9711656956638385
79,125,125,0,1.0
79,125,126,1,0.964307601713574
79,125,127,2,0.9089873560181084
79,125,128,3,0.846196097656318
79,125,129,4,0.7867947886350627
79,125,130,5,0.7220421017935528
80,177,172,-5,0.9211135332731357
80,177,173,-4,0.935170816909597
80,177,174,-3,0.9514372985572119
80,177,175,-2,0.9691688448355716
80,177,176,-1,0.9863281678465003
80,177,177,0,1.0
80,177,178,1,0.9863697088180836
80,177,179,2,0.9676567280805182
80,177,180,3,0.9487619743413457
80,177,181,4,0.9298227687450672
80,177,182,5,0.9115424862717824
81,275,270,-5,0.9499326517298355
81,275,271,-4,0.9592178361081566
81,275,272,-3,0.9699314321622446
81,275,273,-2,0.9829544953118603
81,275,274,-1,0.9947640336883273
81,275,275,0,1.0
81,275,276,1,0.9944449785483376
81,275,277,2,0.9816254971444786
81,275,278,3,0.9670387485594134
81,275,279,4,0.9534645013366236
81,275,280,5,0.9414576605862751
82,450,445,-5,0.9574427035492022
82,450,446,-4,0.9660954274553601
82,450,447,-3,0.975171431033578
82,450,448,-2,0.9852818360968826
82,450,449,-1,0.9951446775107661
82,450,450,0,1.0
82,450,451,1,0.995448760590869
82,450,452,2,0.985607170643145
82,450,453,3,0.974105225745355
82,450,454,4,0.9622624211496533
82,450,455,5,0.9505623053212916
83,529,524,-5,0.9726851373354424
83,529,525,-4,0.9792640040124665
83,529,526,-3,0.9853901081156771
83,529,527,-2,0.9913920868531744
83,529,528,-1,0.9966864176412817
83,529,529,0,1.0
83,529,530,1,0.9963906461357684
83,529,531,2,0.9902407620893666
83,529,532,3,0.9839162449106879
83,529,533,4,0.9777562548582045
83,529,534,5,0.9711444269724078
84,237,232,-5,0.9262766308652608
84,237,233,-4,0.9385856978478867
84,237,234,-3,0.9535229554627145
84,237,235,-2,0.9701954697419656
84,237,236,-1,0.9885302681877064
84,237,237,0,1.0
84,237,238,1,0.9883203861578788
84,237,239,2,0.968159967637413
84,237,240,3,0.9501529471133799
84,237,241,4,0.9340077384084419
84,237,242,5,0.9182024946078023
84,393,388,-5,0.9072473109071209
84,393,389,-4,0.921602286293692
84,393,390,-3,0.9382832670080701
84,393,391,-2,0.958442950941326
84,393,392,-1,0.9833021002035356
84,393,393,0,1.0
84,393,394,1,0.9831310432713094
84,393,395,2,0.9591047411750291
84,393,396,3,0.9411883709147665
84,393,397,4,0.9260906134814897
84,393,398,5,0.911220406581343
84,522,517,-5,0.9361219246203561
84,522,518,-4,0.9465068466479278
84,522,519,-3,0.9567141773648414
84,522,520,-2,0.9699745709185619
84,522,521,-1,0.9875461974974555
84,522,522,0,1.0
84,522,523,1,0.9884359322677875
84,522,524,2,0.9715121035201342
84,522,525,3,0.9586852413193285
84,522,526,4,0.9482904117059417
84,522,527,5,0.9365007246402621
84,554,549,-5,0.9417180033469579
84,554,550,-4,0.9515533110169837
84,554,551,-3,0.9616614244789002
84,554,552,-2,0.9728409869505692
84,554,553,-1,0.989351615295569
84,554,554,0,1.0
84,554,555,1,0.9890491432756543
84,554,556,2,0.974538598423092
84,554,557,3,0.9642623227338806
84,554,558,4,0.9540470685138673
84,554,559,5,0.945386426409048
84,563,558,-5,0.9379067841758916
84,563,559,-4,0.9485027680484919
84,563,560,-3,0.9597761759278987
84,563,561,-2,0.9718756471904245
84,563,562,-1,0.9891820330689771
84,563,563,0,1.0
84,563,564,1,0.9890762248845828
84,563,565,2,0.9734854060589809
84,563,566,3,0.9610535555142345
84,563,567,4,0.9482295578983352
84,563,568,5,0.9371789584733724
84,650,645,-5,0.9226867302319532
84,650,646,-4,0.9390836383317781
84,650,647,-3,0.9561246605046625
84,650,648,-2,0.9734732134280697
84,650,649,-1,0.9910565965408088
84,650,650,0,1.0
84,650,651,1,0.991214294426555
84,650,652,2,0.9769317890689643
84,650,653,3,0.9633084018062669
84,650,654,4,0.9500543315458221
84,650,655,5,0.9391852215661258
85,177,172,-5,0.937148155431207
85,177,173,-4,0.9479391172529003
85,177,174,-3,0.9582239451455258
85,177,175,-2,0.9687842922711009
85,177,176,-1,0.9825988058275631
85,177,177,0,1.0
85,177,178,1,0.9827536936563
85,177,179,2,0.9693551697749834
85,177,180,3,0.9601058227012942
85,177,181,4,0.9499642282946575
85,177,182,5,0.9401679825445197
85,335,330,-5,0.917568981030026
85,335,331,-4,0.930981792458063
85,335,332,-3,0.9452536709270941
85,335,333,-2,0.9601767937967521
85,335,334,-1,0.9791623569217368
85,335,335,0,1.0
85,335,336,1,0.9791305321710296
85,335,337,2,0.9589352571956683
85,335,338,3,0.9399132327424589
85,335,339,4,0.9223960894583512
85,335,340,5,0.9079618744242248
85,417,412,-5,0.9330756224865285
85,417,413,-4,0.9441391780445069
85,417,414,-3,0.9552551284935175
85,417,415,-2,0.9657697519579557
85,417,416,-1,0.9803996725632048
85,417,417,0,1.0
85,417,418,1,0.9812544036965216
85,417,419,2,0.9669550286778092
85,417,420,3,0.9559406488476844
85,417,421,4,0.9443661038304713
85,417,422,5,0.9339598165066089
85,473,468,-5,0.9572320847376016
85,473,469,-4,0.9630155484991931
85,473,470,-3,0.9687996939233294
85,473,471,-2,0.9743974966162194
85,473,472,-1,0.9841438340789912
85,473,473,0,1.0
85,473,474,1,0.9837825194666491
85,473,475,2,0.9723112600634634
85,473,476,3,0.965215823310757
85,473,477,4,0.9576331565613131
85,473,478,5,0.949953913872534
85,519,514,-5,0.9573975233480511
85,519,515,-4,0.9636854548918287
85,519,516,-3,0.9697154877340118
85,519,517,-2,0.976326570690676
85,519,518,-1,0.9861856747738896
85,519,519,0,1.0
85,519,520,1,0.9861196590628177
85,519,521,2,0.9752991079357647
85,519,522,3,0.9681032681972219
85,519,523,4,0.9626098147603552
85,519,524,5,0.957240208562345
85,610,605,-5,0.9250163765470919
85,610,606,-4,0.9421434403843577
85,610,607,-3,0.959483634107319
85,610,608,-2,0.9758709174707472
85,610,609,-1,0.9902661749797275
85,610,610,0,1.0
85,610,611,1,0.9894091401130785
85,610,612,2,0.9743320208847301
85,610,613,3,0.962299044146248
85,610,614,4,0.9510358160801016
85,610,615,5,0.9395729834430748
86,516,511,-5,0.9421723038689653
86,516,512,-4,0.9531014691958307
86,516,513,-3,0.9647040974383735
86,516,514,-2,0.9769473685693155
86,516,515,-1,0.9907231536491169
86,516,516,0,1.0
86,516,517,1,0.9909632636275693
86,516,518,2,0.9780007034648321
86,516,519,3,0.9661300682595308
86,516,520,4,0.9540382556294479
86,516,521,5,0.9417031332814633
87,575,570,-5,0.9611082378061498
87,575,571,-4,0.9692233289350193
87,575,572,-3,0.9777127466524141
87,575,573,-2,0.986615543275403
87,575,574,-1,0.9954154014712352
87,575,575,0,1.0
87,575,576,1,0.9954616479691933
87,575,577,2,0.9857419623674981
87,575,578,3,0.9754701388079099
87,575,579,4,0.9665216574892206
87,575,580,5,0.9586806627738048
88,475,470,-5,0.9263282391433795
88,475,471,-4,0.9411748694209549
88,475,472,-3,0.9576898043212007
88,475,473,-2,0.975858294812235
88,475,474,-1,0.9920365717788084
88,475,475,0,1.0
88,475,476,1,0.9932051258241986
88,475,477,2,0.9794438828707713
88,475,478,3,0.9640342412404715
88,475,479,4,0.9499134030233313
88,475,480,5,0.9355845769739227
89,496,491,-5,0.9561861947421474
89,496,492,-4,0.966144716529568
89,496,493,-3,0.976050082157437
89,496,494,-2,0.9864313578506931
89,496,495,-1,0.9957551815462601
89,496,496,0,1.0
89,496,497,1,0.9954757710138619
89,496,498,2,0.9856576575937506
89,496,499,3,0.9753862804759565
89,496,500,4,0.9656315664681049
89,496,501,5,0.9561870574375181
90,430,425,-5,0.9555235303453435
90,430,426,-4,0.9660333265664461
90,430,427,-3,0.9770283993430622
90,430,428,-2,0.9875765918763256
90,430,429,-1,0.9961655611589998
90,430,430,0,1.0
90,430,431,1,0.996075826640743
90,430,432,2,0.9872999276511106
90,430,433,3,0.9768745051847572
90,430,434,4,0.965570102607922
90,430,435,5,0.954868370663466
91,470,465,-5,0.9340489035816363
91,470,466,-4,0.9483163240095582
91,470,467,-3,0.9635195606288925
91,470,468,-2,0.9790493056439247
91,470,469,-1,0.9934646590355007
91,470,470,0,1.0
91,470,471,1,0.9941209183383111
91,470,472,2,0.9810859166428872
91,470,473,3,0.9673747203357261
91,470,474,4,0.9552460505340762
91,470,475,5,0.9430722310379317
92,486,481,-5,0.9352535460701924
92,486,482,-4,0.9495631499138144
92,486,483,-3,0.9640532717714331
92,486,484,-2,0.9788158226801956
92,486,485,-1,0.9930517182716094
92,486,486,0,1.0
92,486,487,1,0.9931069105313295
92,486,488,2,0.9786700485476334
92,486,489,3,0.9625377484989355
92,486,490,4,0.9465678752437725
92,486,491,5,0.9310059674113482
93,422,417,-5,0.9649436148098989
93,422,418,-4,0.9729657384848076
93,422,419,-3,0.9813297371869601
93,422,420,-2,0.9891493061953484
93,422,421,-1,0.9965023619019295
93,422,422,0,1.0
93,422,423,1,0.9964220280945472
93,422,424,2,0.9882564053717764
93,422,425,3,0.9794525162618233
93,422,426,4,0.9708379067013864
93,422,427,5,0.9618865344954368
94,580,575,-5,0.9676671092584407
94,580,576,-4,0.9742825333883454
94,580,577,-3,0.9804761144312832
94,580,578,-2,0.9868986036384427
94,580,579,-1,0.994425578817189
94,580,580,0,1.0
94,580,581,1,0.994697791056905
94,580,582,2,0.987615920999284
94,580,583,3,0.9816118656158397
94,580,584,4,0.9759139867249608
94,580,585,5,0.9704093904476963
95,509,504,-5,0.9550601589365515
95,509,505,-4,0.9656279227884424
95,509,506,-3,0.9755863714084254
95,509,507,-2,0.9857850438715733
95,509,508,-1,0.9955446675278026
95,509,509,0,1.0
95,509,510,1,0.995476340964077
95,509,511,2,0.9859195805145774
95,509,512,3,0.9763037449478458
95,509,513,4,0.9673062093327927
95,509,514,5,0.9579840640546641
96,571,566,-5,0.9589324958435043
96,571,567,-4,0.9661374361548292
96,571,568,-3,0.973902686566166
96,571,569,-2,0.9828264075333883
96,571,570,-1,0.9931148732645169
96,571,571,0,1.0
96,571,572,1,0.9930552536802707
96,571,573,2,0.9825765495809181
96,571,574,3,0.9746033430191798
96,571,575,4,0.9679584991033586
96,571,576,5,0.9609169871497171
97,586,581,-5,0.9393904306716175
97,586,582,-4,0.9514681015628659
97,586,583,-3,0.9640451865722756
97,586,584,-2,0.977460056560543
97,586,585,-1,0.9916326740759326
97,586,586,0,1.0
97,586,587,1,0.9909353654712645
97,586,588,2,0.9742769219687666
97,586,589,3,0.958010667914603
97,586,590,4,0.9428549315425622
97,586,591,5,0.9289741926310547
98,551,546,-5,0.9499236011514955
98,551,547,-4,0.9593750333732676
98,551,548,-3,0.9694920376936098
98,551,549,-2,0.9815635291826162
98,551,550,-1,0.9933921282594598
98,551,551,0,1.0
98,551,552,1,0.9930343654348109
98,551,553,2,0.9806309738223548
98,551,554,3,0.9692523809053544
98,551,555,4,0.9607457009064471
98,551,556,5,0.9530676917461652
99,533,528,-5,0.9557169587233812
99,533,529,-4,0.9652504092065738
99,533,530,-3,0.9755055985089822
99,533,531,-2,0.985329000808016
99,533,532,-1,0.9943163804946868
99,533,533,0,1.0
99,533,534,1,0.994345610767223
99,533,535,2,0.9858152933455399
99,533,536,3,0.9778337571682484
99,533,537,4,0.9693264964558798
99,533,538,5,0.9606532955278595
100,558,553,-5,0.9560149382931131
100,558,554,-4,0.9645268197356243
100,558,555,-3,0.9728132593457918
100,558,556,-2,0.9809690109065909
100,558,557,-1,0.9903257194723418
100,558,558,0,1.0
100,558,559,1,0.9900142224270638
100,558,560,2,0.980774907611837
100,558,561,3,0.9715593256410494
100,558,562,4,0.9630346063686527
100,558,563,5,0.9544350232601497
101,557,552,-5,0.9383582607486107
101,557,553,-4,0.949442857045725
101,557,554,-3,0.9629229647595765
101,557,555,-2,0.9764601984401858
101,557,556,-1,0.9910085166355168
101,557,557,0,1.0
101,557,558,1,0.9914421555326663
101,557,559,2,0.9763727850362762
101,557,560,3,0.964015174521488
101,557,561,4,0.9517395775854446
101,557,562,5,0.9401568104147315
102,575,570,-5,0.9387713292337966
102,575,571,-4,0.9529647019187285
102,575,572,-3,0.9666643129214342
102,575,573,-2,0.9793339233884639
102,575,574,-1,0.9921235052501086
102,575,575,0,1.0
102,575,576,1,0.991788549689249
102,575,577,2,0.9782883032102593
102,575,578,3,0.9643894106866268
102,575,579,4,0.9504093273468716
102,575,580,5,0.9359101822501347
103,570,565,-5,0.9528575062046472
103,570,566,-4,0.9635487345208765
103,570,567,-3,0.9737030265490518
103,570,568,-2,0.9833465634357754
103,570,569,-1,0.9934352548397671
103,570,570,0,1.0
103,570,571,1,0.993353810384919
103,570,572,2,0.9828711063917778
103,570,573,3,0.9726196706386341
103,570,574,4,0.961909830585975
103,570,575,5,0.9501086637348494
104,394,389,-5,0.9834306324211649
104,394,390,-4,0.9872504181220944
104,394,391,-3,0.9910737667593312
104,394,392,-2,0.9949532091928626
104,394,393,-1,0.9984500019753174
104,394,394,0,1.0
104,394,395,1,0.9982561429723971
104,394,396,2,0.994440016949068
104,394,397,3,0.9900978644876441
104,394,398,4,0.9855332406293854
104,394,399,5,0.9812844832962218
105,574,569,-5,0.9456075907089411
105,574,570,-4,0.9583016312185221
105,574,571,-3,0.9706630646259025
105,574,572,-2,0.9825807779515676
105,574,573,-1,0.9939113892053958
105,574,574,0,1.0
105,574,575,1,0.9937808592505813
105,574,576,2,0.9821729070559035
105,574,577,3,0.9692355200387125
105,574,578,4,0.9550928797034824
105,574,579,5,0.9410597178017065
106,444,439,-5,0.9537616501028706
106,444,440,-4,0.9677630647364319
106,444,441,-3,0.9803725454384056
106,444,442,-2,0.9896002131171296
106,444,443,-1,0.9967179727130241
106,444,444,0,1.0
106,444,445,1,0.9963195370694268
106,444,446,2,0.9899540575349531
106,444,447,3,0.9826912864122831
106,444,448,4,0.9742656854612994
106,444,449,5,0.965488126009599
107,444,439,-5,0.9619982687363103
107,444,440,-4,0.9714738393392848
107,444,441,-3,0.9805621649276137
107,444,442,-2,0.9889013989091322
107,444,443,-1,0.996219654368851
107,444,444,0,1.0
107,444,445,1,0.9963331552495124
107,444,446,2,0.9884495796453474
107,444,447,3,0.9789501955456471
107,444,448,4,0.9694377940068533
107,444,449,5,0.9605236013031754
108,553,548,-5,0.9279770749136114
108,553,549,-4,0.9453364821498844
108,553,550,-3,0.9621492199402542
108,553,551,-2,0.9795843785345906
108,553,552,-1,0.9937260166005677
108,553,553,0,1.0
108,553,554,1,0.9942096650153543
108,553,555,2,0.9818738652326494
108,553,556,3,0.9687816129689496
108,553,557,4,0.9562727648876896
108,553,558,5,0.9430514429908525
109,437,432,-5,0.9374379647119866
109,437,433,-4,0.9514482722842431
109,437,434,-3,0.9656439362640998
109,437,435,-2,0.9800801728923965
109,437,436,-1,0.9939662457348732
109,437,437,0,1.0
109,437,438,1,0.9939135811015809
109,437,439,2,0.980586232005515
109,437,440,3,0.9646665172754522
109,437,441,4,0.9482211063923502
109,437,442,5,0.9331951938132378
110,492,487,-5,0.9490258906744173
110,492,488,-4,0.9597931494630904
110,492,489,-3,0.9714487677107937
110,492,490,-2,0.9834926138985426
110,492,491,-1,0.9944940678503752
110,492,492,0,1.0
110,492,493,1,0.9941135384694993
110,492,494,2,0.982003660555543
110,492,495,3,0.9685346689420297
110,492,496,4,0.954515690034074
110,492,497,5,0.9408913923814574
111,406,401,-5,0.9489076748902983
111,406,402,-4,0.9601256656412069
111,406,403,-3,0.971693573565874
111,406,404,-2,0.9836836435550805
111,406,405,-1,0.9948077923624734
111,406,406,0,1.0
111,406,407,1,0.9952953061853128
111,406,408,2,0.985209616400153
111,406,409,3,0.9744608799542782
111,406,410,4,0.9636160830323771
111,406,411,5,0.952003668118142
112,435,430,-5,0.9622124582672497
112,435,431,-4,0.9706409729173481
112,435,432,-3,0.9789051215165799
112,435,433,-2,0.9877819216267922
112,435,434,-1,0.9961385491267359
112,435,435,0,1.0
112,435,436,1,0.9959547739610871
112,435,437,2,0.9864325230780876
112,435,438,3,0.9758105647533201
112,435,439,4,0.9662718917613188
112,435,440,5,0.9558761775719373
113,510,505,-5,0.9585186242754781
113,510,506,-4,0.9684201502153498
113,510,507,-3,0.9780143371853022
113,510,508,-2,0.9875276183859489
113,510,509,-1,0.9961511836612924
113,510,510,0,1.0
113,510,511,1,0.9962048635880201
113,510,512,2,0.9872006332934746
113,510,513,3,0.9765443015374132
113,510,514,4,0.9658115499265164
113,510,515,5,0.9552266054582431
114,500,495,-5,0.9515408248552445
114,500,496,-4,0.9632091214463672
114,500,497,-3,0.9740592390880645
114,500,498,-2,0.9847068108784898
114,500,499,-1,0.9950706995454689
114,500,500,0,1.0
114,500,501,1,0.995584875169655
114,500,502,2,0.98620436693039
114,500,503,3,0.9759641609923004
114,500,504,4,0.9657699219277708
114,500,505,5,0.9554626479851682
115,528,523,-5,0.9540554268683376
115,528,524,-4,0.9648625991708264
115,528,525,-3,0.9759850379064512
115,528,526,-2,0.9868286893121064
115,528,527,-1,0.9958280451651981
115,528,528,0,1.0
115,528,529,1,0.9957553753994938
115,528,530,2,0.9859490567203439
115,528,531,3,0.9746236633373464
115,528,532,4,0.9626915890223683
115,528,533,5,0.9502393314401427
116,587,582,-5,0.9417756445930665
116,587,583,-4,0.9535806478380636
116,587,584,-3,0.9664022288113012
116,587,585,-2,0.9792754856612788
116,587,586,-1,0.9919616732853862
116,587,587,0,1.0
116,587,588,1,0.9917180855124214
116,587,589,2,0.9792557978256936
116,587,590,3,0.966173536313523
116,587,591,4,0.9524267937501705
116,587,592,5,0.9387123403411181
117,473,468,-5,0.9633014186030224
117,473,469,-4,0.9710560932842849
117,473,470,-3,0.9793542402710224
117,473,471,-2,0.9878791017386992
117,473,472,-1,0.9959407138683056
117,473,473,0,1.0
117,473,474,1,0.9957809850010598
117,473,475,2,0.9864273152220007
117,473,476,3,0.9750594029031991
117,473,477,4,0.9636433202969347
117,473,478,5,0.9527250624384861
118,274,269,-5,0.8899079823887782
118,274,270,-4,0.912338114586813
118,274,271,-3,0.9369169221753574
118,274,272,-2,0.962369145155004
118,274,273,-1,0.9868024098457027
118,274,274,0,1.0
118,274,275,1,0.987863417532966
118,274,276,2,0.9684179930478817
118,274,277,3,0.9497716215869403
118,274,278,4,0.9319276633825064
118,274,279,5,0.9147032196359826
119,293,288,-5,0.9392384345456959
119,293,289,-4,0.9486636872693099
119,293,290,-3,0.9614438141576153
119,293,291,-2,0.9755262811006511
119,293,292,-1,0.9909607644828149
119,293,293,0,1.0
119,293,294,1,0.9917901878567097
119,293,295,2,0.9772365085157209
119,293,296,3,0.9622115498567895
119,293,297,4,0.9473088364553236
119,293,298,5,0.9332544243929269
120,236,231,-5,0.9570132456019067
120,236,232,-4,0.9651982935728489
120,236,233,-3,0.9741723234790057
120,236,234,-2,0.9838419159792343
120,236,235,-1,0.9935825796017931
120,236,236,0,1.0
120,236,237,1,0.9938983826149007
120,236,238,2,0.9825753799178559
120,236,239,3,0.9704224339507828
120,236,240,4,0.959795463824571
120,236,241,5,0.9507711195130713
121,273,268,-5,0.9068785534353292
121,273,269,-4,0.9230355799549429
121,273,270,-3,0.9425149542524869
121,273,271,-2,0.9641612478549003
121,273,272,-1,0.986754838365378
121,273,273,0,1.0
121,273,274,1,0.9876799912227313
121,273,275,2,0.96490892840239
121,273,276,3,0.9444683762273545
121,273,277,4,0.9296197677113125
121,273,278,5,0.9117542694874916
122,234,229,-5,0.912885035711252
122,234,230,-4,0.9297504399848763
122,234,231,-3,0.9477388079645146
122,234,232,-2,0.9675836628694419
122,234,233,-1,0.9877040901073306
122,234,234,0,1.0
122,234,235,1,0.9877781142035033
122,234,236,2,0.9680492058892869
122,234,237,3,0.9479281480533541
122,234,238,4,0.9275383896443012
122,234,239,5,0.9065691275908182
123,255,250,-5,0.9325844038240917
123,255,251,-4,0.9446616667440156
123,255,252,-3,0.9582622361492318
123,255,253,-2,0.9737208288241437
123,255,254,-1,0.9900692081196029
123,255,255,0,1.0
123,255,256,1,0.9887187193274608
123,255,257,2,0.9699895363058804
123,255,258,3,0.9527075159380789
123,255,259,4,0.9392789524336144
123,255,260,5,0.9290554174825933
124,242,237,-5,0.9391589214166084
124,242,238,-4,0.9507709510226788
124,242,239,-3,0.9615535046238408
124,242,240,-2,0.977022936891853
124,242,241,-1,0.9918477760633393
124,242,242,0,1.0
124,242,243,1,0.9907138489608027
124,242,244,2,0.9754529511221822
124,242,245,3,0.9630623959370477
124,242,246,4,0.9511783209558697
124,242,247,5,0.9388360402009027
125,230,225,-5,0.9289583250500709
125,230,226,-4,0.9396010894513022
125,230,227,-3,0.9527957027364707
125,230,228,-2,0.9702206108019389
125,230,229,-1,0.9891301356703203
125,230,230,0,1.0
125,230,231,1,0.9888007571570528
125,230,232,2,0.9672267422164335
125,230,233,3,0.9446490069406696
125,230,234,4,0.9240345852376675
125,230,235,5,0.9063779453093748
