policy,volume_id,slice_index,sample_id,truth_pixels,detected,max_truth_probability
recall_loss,108,450,v108_s0450,1732,True,1.0
recall_loss,108,451,v108_s0451,1900,True,1.0
recall_loss,108,452,v108_s0452,1959,True,1.0
recall_loss,108,453,v108_s0453,1866,True,1.0
recall_loss,108,454,v108_s0454,1970,True,1.0
recall_loss,108,455,v108_s0455,1953,True,1.0
recall_loss,108,456,v108_s0456,2066,True,1.0
recall_loss,108,457,v108_s0457,2128,True,1.0
recall_loss,108,458,v108_s0458,2205,True,1.0
recall_loss,108,459,v108_s0459,2378,True,1.0
recall_loss,108,460,v108_s0460,2250,True,1.0
recall_loss,108,461,v108_s0461,2179,True,1.0
recall_loss,108,462,v108_s0462,2156,True,1.0
recall_loss,108,463,v108_s0463,2150,True,1.0
recall_loss,108,464,v108_s0464,2154,True,1.0
recall_loss,108,465,v108_s0465,2396,True,1.0
recall_loss,108,466,v108_s0466,2265,True,1.0
recall_loss,108,467,v108_s0467,2367,True,1.0
recall_loss,108,468,v108_s0468,2373,True,1.0
recall_loss,108,469,v108_s0469,2406,True,1.0
recall_loss,108,470,v108_s0470,2499,True,1.0
recall_loss,108,471,v108_s0471,2764,True,1.0
recall_loss,108,472,v108_s0472,2634,True,1.0
recall_loss,108,473,v108_s0473,2523,True,1.0
recall_loss,108,474,v108_s0474,2449,True,1.0
recall_loss,108,475,v108_s0475,2430,True,1.0
recall_loss,108,476,v108_s0476,2314,True,1.0
recall_loss,108,477,v108_s0477,2304,True,1.0
recall_loss,108,478,v108_s0478,2261,True,1.0
recall_loss,108,479,v108_s0479,2243,True,1.0
recall_loss,108,480,v108_s0480,2248,True,1.0
recall_loss,108,481,v108_s0481,2259,True,1.0
recall_loss,108,482,v108_s0482,2343,True,1.0
recall_loss,108,483,v108_s0483,2140,True,1.0
recall_loss,108,484,v108_s0484,2043,True,1.0
recall_loss,108,485,v108_s0485,2017,True,1.0
recall_loss,108,486,v108_s0486,2009,True,1.0
recall_loss,108,487,v108_s0487,1905,True,1.0
recall_loss,108,488,v108_s0488,1922,True,1.0
recall_loss,108,489,v108_s0489,1678,True,1.0
recall_loss,108,490,v108_s0490,1752,True,1.0
recall_loss,108,491,v108_s0491,1585,True,1.0
recall_loss,108,492,v108_s0492,1556,True,1.0
recall_loss,108,493,v108_s0493,1611,True,1.0
recall_loss,108,494,v108_s0494,1578,True,1.0
recall_loss,108,495,v108_s0495,1477,True,1.0
recall_loss,108,496,v108_s0496,1458,True,1.0
recall_loss,108,497,v108_s0497,1551,True,1.0
recall_loss,108,498,v108_s0498,1368,True,1.0
recall_loss,108,499,v108_s0499,1501,True,1.0
recall_loss,108,500,v108_s0500,1705,True,1.0
recall_loss,108,501,v108_s0501,1686,True,1.0
recall_loss,108,502,v108_s0502,1700,True,1.0
recall_loss,108,503,v108_s0503,1766,True,1.0
recall_loss,108,504,v108_s0504,1343,True,1.0
recall_loss,108,505,v108_s0505,1496,True,1.0
recall_loss,108,506,v108_s0506,1897,True,1.0
recall_loss,108,507,v108_s0507,1628,True,1.0
recall_loss,108,508,v108_s0508,1624,True,1.0
recall_loss,108,509,v108_s0509,1609,True,1.0
recall_loss,108,510,v108_s0510,1686,True,1.0
recall_loss,108,511,v108_s0511,1820,True,1.0
recall_loss,108,512,v108_s0512,2052,True,1.0
recall_loss,108,513,v108_s0513,2428,True,1.0
recall_loss,108,514,v108_s0514,2376,True,1.0
recall_loss,108,515,v108_s0515,2702,True,1.0
recall_loss,108,516,v108_s0516,2907,True,1.0
recall_loss,108,517,v108_s0517,3009,True,1.0
recall_loss,108,518,v108_s0518,2814,True,1.0
recall_loss,108,519,v108_s0519,3120,True,1.0
recall_loss,108,520,v108_s0520,3005,True,1.0
recall_loss,108,521,v108_s0521,3088,True,1.0
recall_loss,108,522,v108_s0522,2892,True,1.0
recall_loss,108,523,v108_s0523,2926,True,1.0
recall_loss,108,524,v108_s0524,2847,True,1.0
recall_loss,108,525,v108_s0525,2758,True,1.0
recall_loss,108,526,v108_s0526,2777,True,1.0
recall_loss,108,527,v108_s0527,2809,True,1.0
recall_loss,108,528,v108_s0528,3358,True,1.0
recall_loss,108,529,v108_s0529,3224,True,1.0
recall_loss,108,530,v108_s0530,3297,True,1.0
recall_loss,108,531,v108_s0531,3422,True,1.0
recall_loss,108,532,v108_s0532,3669,True,1.0
recall_loss,108,533,v108_s0533,3610,True,1.0
recall_loss,108,534,v108_s0534,3630,True,1.0
recall_loss,108,535,v108_s0535,3784,True,1.0
recall_loss,108,536,v108_s0536,3428,True,1.0
recall_loss,108,537,v108_s0537,3370,True,1.0
recall_loss,108,538,v108_s0538,3401,True,1.0
recall_loss,108,539,v108_s0539,3243,True,1.0
recall_loss,108,540,v108_s0540,3086,True,1.0
recall_loss,108,541,v108_s0541,2993,True,1.0
recall_loss,108,542,v108_s0542,3070,True,1.0
recall_loss,108,543,v108_s0543,3363,True,1.0
recall_loss,108,544,v108_s0544,3274,True,1.0
recall_loss,108,545,v108_s0545,3052,True,1.0
recall_loss,108,546,v108_s0546,2915,True,1.0
recall_loss,108,547,v108_s0547,2866,True,1.0
recall_loss,108,548,v108_s0548,2947,True,1.0
recall_loss,108,549,v108_s0549,2790,True,1.0
recall_loss,108,550,v108_s0550,3151,True,1.0
recall_loss,108,551,v108_s0551,2812,True,1.0
recall_loss,108,552,v108_s0552,2946,True,1.0
recall_loss,108,553,v108_s0553,3233,True,1.0
recall_loss,108,554,v108_s0554,2849,True,1.0
recall_loss,108,555,v108_s0555,2813,True,1.0
recall_loss,108,556,v108_s0556,2477,True,1.0
recall_loss,108,557,v108_s0557,2489,True,1.0
recall_loss,108,558,v108_s0558,2281,True,1.0
recall_loss,108,559,v108_s0559,2379,True,1.0
recall_loss,108,560,v108_s0560,2343,True,1.0
recall_loss,108,561,v108_s0561,2516,True,1.0
recall_loss,108,562,v108_s0562,2391,True,1.0
recall_loss,108,563,v108_s0563,2182,True,1.0
recall_loss,108,564,v108_s0564,2169,True,1.0
recall_loss,108,565,v108_s0565,2100,True,1.0
recall_loss,108,566,v108_s0566,2050,True,1.0
recall_loss,108,567,v108_s0567,1977,True,1.0
recall_loss,108,568,v108_s0568,2029,True,1.0
recall_loss,108,569,v108_s0569,2195,True,1.0
recall_loss,108,570,v108_s0570,2225,True,1.0
recall_loss,108,571,v108_s0571,2020,True,1.0
recall_loss,108,572,v108_s0572,1803,True,1.0
recall_loss,108,573,v108_s0573,1656,True,1.0
recall_loss,108,574,v108_s0574,1788,True,1.0
recall_loss,108,575,v108_s0575,1892,True,1.0
recall_loss,108,576,v108_s0576,1669,True,1.0
recall_loss,108,577,v108_s0577,1660,True,1.0
recall_loss,108,578,v108_s0578,1661,True,1.0
recall_loss,108,579,v108_s0579,1640,True,1.0
recall_loss,108,580,v108_s0580,1492,True,1.0
recall_loss,108,581,v108_s0581,1608,True,1.0
recall_loss,108,582,v108_s0582,1538,True,1.0
recall_loss,108,583,v108_s0583,1374,True,1.0
recall_loss,108,584,v108_s0584,1407,True,1.0
recall_loss,108,585,v108_s0585,1562,True,1.0
recall_loss,108,586,v108_s0586,1564,True,1.0
recall_loss,108,587,v108_s0587,1443,True,1.0
recall_loss,108,588,v108_s0588,1402,True,1.0
recall_loss,108,589,v108_s0589,1451,True,1.0
recall_loss,108,590,v108_s0590,1427,True,1.0
recall_loss,108,591,v108_s0591,1274,True,1.0
recall_loss,108,592,v108_s0592,1255,True,1.0
recall_loss,108,593,v108_s0593,1198,True,1.0
recall_loss,108,594,v108_s0594,1145,True,1.0
recall_loss,108,595,v108_s0595,1179,True,1.0
recall_loss,108,596,v108_s0596,1084,True,1.0
recall_loss,108,597,v108_s0597,980,True,1.0
recall_loss,108,598,v108_s0598,963,True,1.0
recall_loss,108,599,v108_s0599,977,True,1.0
recall_loss,108,600,v108_s0600,861,True,1.0
recall_loss,108,601,v108_s0601,719,True,1.0
recall_loss,108,602,v108_s0602,656,True,1.0
recall_loss,108,603,v108_s0603,627,True,1.0
recall_loss,108,604,v108_s0604,612,True,1.0
recall_loss,108,605,v108_s0605,485,True,1.0
recall_loss,108,606,v108_s0606,474,True,1.0
recall_loss,108,607,v108_s0607,414,True,1.0
recall_loss,108,608,v108_s0608,329,True,1.0
recall_loss,108,609,v108_s0609,279,True,1.0
recall_loss,108,610,v108_s0610,280,True,1.0
recall_loss,108,611,v108_s0611,217,True,1.0
recall_loss,108,612,v108_s0612,160,False,0.0
recall_loss,108,613,v108_s0613,117,False,0.0
recall_loss,108,614,v108_s0614,88,False,0.0
recall_loss,108,615,v108_s0615,44,False,0.0
maximum,108,414,v108_s0414,2,False,0.0
maximum,108,415,v108_s0415,17,False,0.0
maximum,108,416,v108_s0416,29,False,0.0
maximum,108,417,v108_s0417,53,False,0.0
maximum,108,418,v108_s0418,103,False,0.0
maximum,108,419,v108_s0419,131,False,0.0
maximum,108,420,v108_s0420,180,False,0.0
maximum,108,421,v108_s0421,237,False,0.0
maximum,108,422,v108_s0422,320,False,0.0
maximum,108,423,v108_s0423,405,False,0.0
maximum,108,424,v108_s0424,420,False,0.0
maximum,108,425,v108_s0425,447,False,0.0
maximum,108,426,v108_s0426,462,True,1.0
maximum,108,427,v108_s0427,504,True,1.0
maximum,108,428,v108_s0428,547,False,0.0
maximum,108,429,v108_s0429,603,True,1.0
maximum,108,430,v108_s0430,618,False,0.0
maximum,108,431,v108_s0431,638,False,0.0
maximum,108,432,v108_s0432,662,True,1.0
maximum,108,433,v108_s0433,712,True,1.0
maximum,108,434,v108_s0434,762,True,1.0
maximum,108,435,v108_s0435,840,True,1.0
maximum,108,436,v108_s0436,817,True,1.0
maximum,108,437,v108_s0437,817,True,1.0
maximum,108,438,v108_s0438,856,True,1.0
maximum,108,439,v108_s0439,938,True,1.0
maximum,108,440,v108_s0440,1012,True,1.0
maximum,108,441,v108_s0441,1006,True,1.0
maximum,108,442,v108_s0442,1022,True,1.0
maximum,108,443,v108_s0443,1027,True,1.0
maximum,108,444,v108_s0444,1109,True,1.0
maximum,108,445,v108_s0445,1170,True,1.0
maximum,108,446,v108_s0446,1192,True,1.0
maximum,108,447,v108_s0447,1260,True,1.0
maximum,108,448,v108_s0448,1531,True,1.0
maximum,108,449,v108_s0449,1631,True,1.0
maximum,108,450,v108_s0450,1732,True,1.0
maximum,108,451,v108_s0451,1900,True,1.0
maximum,108,452,v108_s0452,1959,True,1.0
maximum,108,453,v108_s0453,1866,True,1.0
maximum,108,454,v108_s0454,1970,True,1.0
maximum,108,455,v108_s0455,1953,True,1.0
maximum,108,456,v108_s0456,2066,True,1.0
maximum,108,457,v108_s0457,2128,True,1.0
maximum,108,458,v108_s0458,2205,True,1.0
maximum,108,459,v108_s0459,2378,True,1.0
maximum,108,460,v108_s0460,2250,True,1.0
maximum,108,461,v108_s0461,2179,True,1.0
maximum,108,462,v108_s0462,2156,True,1.0
maximum,108,463,v108_s0463,2150,True,1.0
maximum,108,464,v108_s0464,2154,True,1.0
maximum,108,465,v108_s0465,2396,True,1.0
maximum,108,466,v108_s0466,2265,True,1.0
maximum,108,467,v108_s0467,2367,True,1.0
maximum,108,468,v108_s0468,2373,True,1.0
maximum,108,469,v108_s0469,2406,True,1.0
maximum,108,470,v108_s0470,2499,True,1.0
maximum,108,471,v108_s0471,2764,True,1.0
maximum,108,472,v108_s0472,2634,True,1.0
maximum,108,473,v108_s0473,2523,True,1.0
maximum,108,474,v108_s0474,2449,True,1.0
maximum,108,475,v108_s0475,2430,True,1.0
maximum,108,476,v108_s0476,2314,True,1.0
maximum,108,477,v108_s0477,2304,True,1.0
maximum,108,478,v108_s0478,2261,True,1.0
maximum,108,479,v108_s0479,2243,True,1.0
maximum,108,480,v108_s0480,2248,True,1.0
maximum,108,481,v108_s0481,2259,True,1.0
maximum,108,482,v108_s0482,2343,True,1.0
maximum,108,483,v108_s0483,2140,True,1.0
maximum,108,484,v108_s0484,2043,True,1.0
maximum,108,485,v108_s0485,2017,True,1.0
maximum,108,486,v108_s0486,2009,True,1.0
maximum,108,487,v108_s0487,1905,True,1.0
maximum,108,488,v108_s0488,1922,True,1.0
maximum,108,489,v108_s0489,1678,True,1.0
maximum,108,490,v108_s0490,1752,True,1.0
maximum,108,491,v108_s0491,1585,True,1.0
maximum,108,492,v108_s0492,1556,True,1.0
maximum,108,493,v108_s0493,1611,True,1.0
maximum,108,494,v108_s0494,1578,True,1.0
maximum,108,495,v108_s0495,1477,True,1.0
maximum,108,496,v108_s0496,1458,True,1.0
maximum,108,497,v108_s0497,1551,True,1.0
maximum,108,498,v108_s0498,1368,True,1.0
maximum,108,499,v108_s0499,1501,True,1.0
maximum,108,500,v108_s0500,1705,True,1.0
maximum,108,501,v108_s0501,1686,True,1.0
maximum,108,502,v108_s0502,1700,True,1.0
maximum,108,503,v108_s0503,1766,True,1.0
maximum,108,504,v108_s0504,1343,True,1.0
maximum,108,505,v108_s0505,1496,True,1.0
maximum,108,506,v108_s0506,1897,True,1.0
maximum,108,507,v108_s0507,1628,True,1.0
maximum,108,508,v108_s0508,1624,True,1.0
maximum,108,509,v108_s0509,1609,True,1.0
maximum,108,510,v108_s0510,1686,True,1.0
maximum,108,511,v108_s0511,1820,True,1.0
maximum,108,512,v108_s0512,2052,True,1.0
maximum,108,513,v108_s0513,2428,True,1.0
maximum,108,514,v108_s0514,2376,True,1.0
maximum,108,515,v108_s0515,2702,True,1.0
maximum,108,516,v108_s0516,2907,True,1.0
maximum,108,517,v108_s0517,3009,True,1.0
maximum,108,518,v108_s0518,2814,True,1.0
maximum,108,519,v108_s0519,3120,True,1.0
maximum,108,520,v108_s0520,3005,True,1.0
maximum,108,521,v108_s0521,3088,True,1.0
maximum,108,522,v108_s0522,2892,True,1.0
maximum,108,523,v108_s0523,2926,True,1.0
maximum,108,524,v108_s0524,2847,True,1.0
maximum,108,525,v108_s0525,2758,True,1.0
maximum,108,526,v108_s0526,2777,True,1.0
maximum,108,527,v108_s0527,2809,True,1.0
maximum,108,528,v108_s0528,3358,True,1.0
maximum,108,529,v108_s0529,3224,True,1.0
maximum,108,530,v108_s0530,3297,True,1.0
maximum,108,531,v108_s0531,3422,True,1.0
maximum,108,532,v108_s0532,3669,True,1.0
maximum,108,533,v108_s0533,3610,True,1.0
maximum,108,534,v108_s0534,3630,True,1.0
maximum,108,535,v108_s0535,3784,True,1.0
maximum,108,536,v108_s0536,3428,True,1.0
maximum,108,537,v108_s0537,3370,True,1.0
maximum,108,538,v108_s0538,3401,True,1.0
maximum,108,539,v108_s0539,3243,True,1.0
maximum,108,540,v108_s0540,3086,True,1.0
maximum,108,541,v108_s0541,2993,True,1.0
maximum,108,542,v108_s0542,3070,True,1.0
maximum,108,543,v108_s0543,3363,True,1.0
maximum,108,544,v108_s0544,3274,True,1.0
maximum,108,545,v108_s0545,3052,True,1.0
maximum,108,546,v108_s0546,2915,True,1.0
maximum,108,547,v108_s0547,2866,True,1.0
maximum,108,548,v108_s0548,2947,True,1.0
maximum,108,549,v108_s0549,2790,True,1.0
maximum,108,550,v108_s0550,3151,True,1.0
maximum,108,551,v108_s0551,2812,True,1.0
maximum,108,552,v108_s0552,2946,True,1.0
maximum,108,553,v108_s0553,3233,True,1.0
maximum,108,554,v108_s0554,2849,True,1.0
maximum,108,555,v108_s0555,2813,True,1.0
maximum,108,556,v108_s0556,2477,True,1.0
maximum,108,557,v108_s0557,2489,True,1.0
maximum,108,558,v108_s0558,2281,True,1.0
maximum,108,559,v108_s0559,2379,True,1.0
maximum,108,560,v108_s0560,2343,True,1.0
maximum,108,561,v108_s0561,2516,True,1.0
maximum,108,562,v108_s0562,2391,True,1.0
maximum,108,563,v108_s0563,2182,True,1.0
maximum,108,564,v108_s0564,2169,True,1.0
maximum,108,565,v108_s0565,2100,True,1.0
maximum,108,566,v108_s0566,2050,True,1.0
maximum,108,567,v108_s0567,1977,True,1.0
maximum,108,568,v108_s0568,2029,True,1.0
maximum,108,569,v108_s0569,2195,True,1.0
maximum,108,570,v108_s0570,2225,True,1.0
maximum,108,571,v108_s0571,2020,True,1.0
maximum,108,572,v108_s0572,1803,True,1.0
maximum,108,573,v108_s0573,1656,True,1.0
maximum,108,574,v108_s0574,1788,True,1.0
maximum,108,575,v108_s0575,1892,True,1.0
maximum,108,576,v108_s0576,1669,True,1.0
maximum,108,577,v108_s0577,1660,True,1.0
maximum,108,578,v108_s0578,1661,True,1.0
maximum,108,579,v108_s0579,1640,True,1.0
maximum,108,580,v108_s0580,1492,True,1.0
maximum,108,581,v108_s0581,1608,True,1.0
maximum,108,582,v108_s0582,1538,True,1.0
maximum,108,583,v108_s0583,1374,True,1.0
maximum,108,584,v108_s0584,1407,True,1.0
maximum,108,585,v108_s0585,1562,True,1.0
maximum,108,586,v108_s0586,1564,True,1.0
maximum,108,587,v108_s0587,1443,True,1.0
maximum,108,588,v108_s0588,1402,True,1.0
maximum,108,589,v108_s0589,1451,True,1.0
maximum,108,590,v108_s0590,1427,True,1.0
maximum,108,591,v108_s0591,1274,True,1.0
maximum,108,592,v108_s0592,1255,True,1.0
maximum,108,593,v108_s0593,1198,True,1.0
maximum,108,594,v108_s0594,1145,True,1.0
maximum,108,595,v108_s0595,1179,True,1.0
maximum,108,596,v108_s0596,1084,True,1.0
maximum,108,597,v108_s0597,980,True,1.0
maximum,108,598,v108_s0598,963,True,1.0
maximum,108,599,v108_s0599,977,True,1.0
maximum,108,600,v108_s0600,861,True,1.0
maximum,108,601,v108_s0601,719,True,1.0
maximum,108,602,v108_s0602,656,True,1.0
maximum,108,603,v108_s0603,627,True,1.0
maximum,108,604,v108_s0604,612,True,1.0
maximum,108,605,v108_s0605,485,True,1.0
maximum,108,606,v108_s0606,474,True,1.0
maximum,108,607,v108_s0607,414,True,1.0
maximum,108,608,v108_s0608,329,True,1.0
maximum,108,609,v108_s0609,279,True,1.0
maximum,108,610,v108_s0610,280,True,1.0
maximum,108,611,v108_s0611,217,True,1.0
maximum,108,612,v108_s0612,160,False,0.0
maximum,108,613,v108_s0613,117,False,0.0
maximum,108,614,v108_s0614,88,False,0.0
maximum,108,615,v108_s0615,44,False,0.0
control75_recall25,108,414,v108_s0414,2,False,0.0
control75_recall25,108,415,v108_s0415,17,False,0.0
control75_recall25,108,416,v108_s0416,29,False,0.0
control75_recall25,108,417,v108_s0417,53,False,0.0
control75_recall25,108,418,v108_s0418,103,False,0.0
control75_recall25,108,419,v108_s0419,131,False,0.0
control75_recall25,108,420,v108_s0420,180,False,0.0
control75_recall25,108,421,v108_s0421,237,False,0.0
control75_recall25,108,422,v108_s0422,320,False,0.0
control75_recall25,108,423,v108_s0423,405,False,0.0
control75_recall25,108,424,v108_s0424,420,False,0.0
control75_recall25,108,425,v108_s0425,447,False,0.0
control75_recall25,108,426,v108_s0426,462,True,0.75
control75_recall25,108,427,v108_s0427,504,True,0.75
control75_recall25,108,428,v108_s0428,547,False,0.0
control75_recall25,108,429,v108_s0429,603,True,0.75
control75_recall25,108,430,v108_s0430,618,False,0.0
control75_recall25,108,431,v108_s0431,638,False,0.0
control75_recall25,108,432,v108_s0432,662,True,0.75
control75_recall25,108,433,v108_s0433,712,True,0.75
control75_recall25,108,434,v108_s0434,762,True,0.75
control75_recall25,108,435,v108_s0435,840,True,0.75
control75_recall25,108,436,v108_s0436,817,True,0.75
control75_recall25,108,437,v108_s0437,817,True,0.75
control75_recall25,108,438,v108_s0438,856,True,0.75
control75_recall25,108,439,v108_s0439,938,True,0.75
control75_recall25,108,440,v108_s0440,1012,True,0.789581298828125
control75_recall25,108,441,v108_s0441,1006,True,1.0
control75_recall25,108,442,v108_s0442,1022,True,1.0
control75_recall25,108,443,v108_s0443,1027,True,1.0
control75_recall25,108,444,v108_s0444,1109,True,1.0
control75_recall25,108,445,v108_s0445,1170,True,1.0
control75_recall25,108,446,v108_s0446,1192,True,1.0
control75_recall25,108,447,v108_s0447,1260,True,1.0
control75_recall25,108,448,v108_s0448,1531,True,1.0
control75_recall25,108,449,v108_s0449,1631,True,1.0
control75_recall25,108,450,v108_s0450,1732,True,1.0
control75_recall25,108,451,v108_s0451,1900,True,1.0
control75_recall25,108,452,v108_s0452,1959,True,1.0
control75_recall25,108,453,v108_s0453,1866,True,1.0
control75_recall25,108,454,v108_s0454,1970,True,1.0
control75_recall25,108,455,v108_s0455,1953,True,1.0
control75_recall25,108,456,v108_s0456,2066,True,1.0
control75_recall25,108,457,v108_s0457,2128,True,1.0
control75_recall25,108,458,v108_s0458,2205,True,1.0
control75_recall25,108,459,v108_s0459,2378,True,1.0
control75_recall25,108,460,v108_s0460,2250,True,1.0
control75_recall25,108,461,v108_s0461,2179,True,1.0
control75_recall25,108,462,v108_s0462,2156,True,1.0
control75_recall25,108,463,v108_s0463,2150,True,1.0
control75_recall25,108,464,v108_s0464,2154,True,1.0
control75_recall25,108,465,v108_s0465,2396,True,1.0
control75_recall25,108,466,v108_s0466,2265,True,1.0
control75_recall25,108,467,v108_s0467,2367,True,1.0
control75_recall25,108,468,v108_s0468,2373,True,1.0
control75_recall25,108,469,v108_s0469,2406,True,1.0
control75_recall25,108,470,v108_s0470,2499,True,1.0
control75_recall25,108,471,v108_s0471,2764,True,1.0
control75_recall25,108,472,v108_s0472,2634,True,1.0
control75_recall25,108,473,v108_s0473,2523,True,1.0
control75_recall25,108,474,v108_s0474,2449,True,1.0
control75_recall25,108,475,v108_s0475,2430,True,1.0
control75_recall25,108,476,v108_s0476,2314,True,1.0
control75_recall25,108,477,v108_s0477,2304,True,1.0
control75_recall25,108,478,v108_s0478,2261,True,1.0
control75_recall25,108,479,v108_s0479,2243,True,1.0
control75_recall25,108,480,v108_s0480,2248,True,1.0
control75_recall25,108,481,v108_s0481,2259,True,1.0
control75_recall25,108,482,v108_s0482,2343,True,1.0
control75_recall25,108,483,v108_s0483,2140,True,1.0
control75_recall25,108,484,v108_s0484,2043,True,1.0
control75_recall25,108,485,v108_s0485,2017,True,1.0
control75_recall25,108,486,v108_s0486,2009,True,1.0
control75_recall25,108,487,v108_s0487,1905,True,1.0
control75_recall25,108,488,v108_s0488,1922,True,1.0
control75_recall25,108,489,v108_s0489,1678,True,1.0
control75_recall25,108,490,v108_s0490,1752,True,1.0
control75_recall25,108,491,v108_s0491,1585,True,1.0
control75_recall25,108,492,v108_s0492,1556,True,1.0
control75_recall25,108,493,v108_s0493,1611,True,1.0
control75_recall25,108,494,v108_s0494,1578,True,1.0
control75_recall25,108,495,v108_s0495,1477,True,1.0
control75_recall25,108,496,v108_s0496,1458,True,1.0
control75_recall25,108,497,v108_s0497,1551,True,1.0
control75_recall25,108,498,v108_s0498,1368,True,1.0
control75_recall25,108,499,v108_s0499,1501,True,1.0
control75_recall25,108,500,v108_s0500,1705,True,1.0
control75_recall25,108,501,v108_s0501,1686,True,1.0
control75_recall25,108,502,v108_s0502,1700,True,1.0
control75_recall25,108,503,v108_s0503,1766,True,1.0
control75_recall25,108,504,v108_s0504,1343,True,1.0
control75_recall25,108,505,v108_s0505,1496,True,1.0
control75_recall25,108,506,v108_s0506,1897,True,1.0
control75_recall25,108,507,v108_s0507,1628,True,1.0
control75_recall25,108,508,v108_s0508,1624,True,1.0
control75_recall25,108,509,v108_s0509,1609,True,1.0
control75_recall25,108,510,v108_s0510,1686,True,1.0
control75_recall25,108,511,v108_s0511,1820,True,1.0
control75_recall25,108,512,v108_s0512,2052,True,1.0
control75_recall25,108,513,v108_s0513,2428,True,1.0
control75_recall25,108,514,v108_s0514,2376,True,1.0
control75_recall25,108,515,v108_s0515,2702,True,1.0
control75_recall25,108,516,v108_s0516,2907,True,1.0
control75_recall25,108,517,v108_s0517,3009,True,1.0
control75_recall25,108,518,v108_s0518,2814,True,1.0
control75_recall25,108,519,v108_s0519,3120,True,1.0
control75_recall25,108,520,v108_s0520,3005,True,1.0
control75_recall25,108,521,v108_s0521,3088,True,1.0
control75_recall25,108,522,v108_s0522,2892,True,1.0
control75_recall25,108,523,v108_s0523,2926,True,1.0
control75_recall25,108,524,v108_s0524,2847,True,1.0
control75_recall25,108,525,v108_s0525,2758,True,1.0
control75_recall25,108,526,v108_s0526,2777,True,1.0
control75_recall25,108,527,v108_s0527,2809,True,1.0
control75_recall25,108,528,v108_s0528,3358,True,1.0
control75_recall25,108,529,v108_s0529,3224,True,1.0
control75_recall25,108,530,v108_s0530,3297,True,1.0
control75_recall25,108,531,v108_s0531,3422,True,1.0
control75_recall25,108,532,v108_s0532,3669,True,1.0
control75_recall25,108,533,v108_s0533,3610,True,1.0
control75_recall25,108,534,v108_s0534,3630,True,1.0
control75_recall25,108,535,v108_s0535,3784,True,1.0
control75_recall25,108,536,v108_s0536,3428,True,1.0
control75_recall25,108,537,v108_s0537,3370,True,1.0
control75_recall25,108,538,v108_s0538,3401,True,1.0
control75_recall25,108,539,v108_s0539,3243,True,1.0
control75_recall25,108,540,v108_s0540,3086,True,1.0
control75_recall25,108,541,v108_s0541,2993,True,1.0
control75_recall25,108,542,v108_s0542,3070,True,1.0
control75_recall25,108,543,v108_s0543,3363,True,1.0
control75_recall25,108,544,v108_s0544,3274,True,1.0
control75_recall25,108,545,v108_s0545,3052,True,1.0
control75_recall25,108,546,v108_s0546,2915,True,1.0
control75_recall25,108,547,v108_s0547,2866,True,1.0
control75_recall25,108,548,v108_s0548,2947,True,1.0
control75_recall25,108,549,v108_s0549,2790,True,1.0
control75_recall25,108,550,v108_s0550,3151,True,1.0
control75_recall25,108,551,v108_s0551,2812,True,1.0
control75_recall25,108,552,v108_s0552,2946,True,1.0
control75_recall25,108,553,v108_s0553,3233,True,1.0
control75_recall25,108,554,v108_s0554,2849,True,1.0
control75_recall25,108,555,v108_s0555,2813,True,1.0
control75_recall25,108,556,v108_s0556,2477,True,1.0
control75_recall25,108,557,v108_s0557,2489,True,1.0
control75_recall25,108,558,v108_s0558,2281,True,1.0
control75_recall25,108,559,v108_s0559,2379,True,1.0
control75_recall25,108,560,v108_s0560,2343,True,1.0
control75_recall25,108,561,v108_s0561,2516,True,1.0
control75_recall25,108,562,v108_s0562,2391,True,1.0
control75_recall25,108,563,v108_s0563,2182,True,1.0
control75_recall25,108,564,v108_s0564,2169,True,1.0
control75_recall25,108,565,v108_s0565,2100,True,1.0
control75_recall25,108,566,v108_s0566,2050,True,1.0
control75_recall25,108,567,v108_s0567,1977,True,1.0
control75_recall25,108,568,v108_s0568,2029,True,1.0
control75_recall25,108,569,v108_s0569,2195,True,1.0
control75_recall25,108,570,v108_s0570,2225,True,1.0
control75_recall25,108,571,v108_s0571,2020,True,1.0
control75_recall25,108,572,v108_s0572,1803,True,1.0
control75_recall25,108,573,v108_s0573,1656,True,1.0
control75_recall25,108,574,v108_s0574,1788,True,1.0
control75_recall25,108,575,v108_s0575,1892,True,1.0
control75_recall25,108,576,v108_s0576,1669,True,1.0
control75_recall25,108,577,v108_s0577,1660,True,1.0
control75_recall25,108,578,v108_s0578,1661,True,1.0
control75_recall25,108,579,v108_s0579,1640,True,1.0
control75_recall25,108,580,v108_s0580,1492,True,1.0
control75_recall25,108,581,v108_s0581,1608,True,1.0
control75_recall25,108,582,v108_s0582,1538,True,1.0
control75_recall25,108,583,v108_s0583,1374,True,1.0
control75_recall25,108,584,v108_s0584,1407,True,1.0
control75_recall25,108,585,v108_s0585,1562,True,1.0
control75_recall25,108,586,v108_s0586,1564,True,1.0
control75_recall25,108,587,v108_s0587,1443,True,1.0
control75_recall25,108,588,v108_s0588,1402,True,1.0
control75_recall25,108,589,v108_s0589,1451,True,1.0
control75_recall25,108,590,v108_s0590,1427,True,1.0
control75_recall25,108,591,v108_s0591,1274,True,1.0
control75_recall25,108,592,v108_s0592,1255,True,1.0
control75_recall25,108,593,v108_s0593,1198,True,1.0
