sample_id,volume_id,slice_index,true_pixels,predicted_pixels,intersection_pixels,dice,mean_probability,max_probability
v105_s0413,105,413,0,0,0,1.0,5.315894213708816e-07,0.0012531541287899017
v105_s0414,105,414,0,0,0,1.0,4.841657528231735e-07,0.0004891012795269489
v105_s0415,105,415,0,0,0,1.0,6.797288278903579e-07,0.0013819916639477015
v105_s0416,105,416,0,0,0,1.0,4.356853082754242e-07,0.0006751858163625002
v105_s0417,105,417,0,0,0,1.0,5.553697519644629e-07,0.0022465011570602655
v105_s0418,105,418,0,0,0,1.0,8.335294978678576e-07,0.008516370318830013
v105_s0419,105,419,0,0,0,1.0,5.446387376650819e-07,0.0008957948302850127
v105_s0420,105,420,0,0,0,1.0,1.8374887531535933e-06,0.04932954162359238
v105_s0421,105,421,0,0,0,1.0,1.039066091834684e-06,0.005533078219741583
v105_s0422,105,422,0,0,0,1.0,1.0519482884774334e-06,0.010232189670205116
v105_s0423,105,423,0,0,0,1.0,1.6061199858086184e-05,0.3480144143104553
v105_s0424,105,424,0,0,0,1.0,9.076346714209649e-07,0.009113648906350136
v105_s0425,105,425,0,0,0,1.0,3.6188745866638783e-07,0.00022462081687990576
v105_s0426,105,426,0,0,0,1.0,3.6292658478487283e-07,0.00021559145534411073
v105_s0427,105,427,0,0,0,1.0,4.632733521248156e-07,0.0035614394582808018
v105_s0428,105,428,0,0,0,1.0,1.0036918638434145e-06,0.006008859258145094
v105_s0429,105,429,0,0,0,1.0,1.1868851288454607e-06,0.006387433968484402
v105_s0430,105,430,0,0,0,1.0,1.1013966059181257e-06,0.003374294610694051
v105_s0431,105,431,0,0,0,1.0,8.451019084532163e-07,0.005087943281978369
v105_s0432,105,432,0,0,0,1.0,4.0460389527652296e-07,0.0006343742134049535
v105_s0433,105,433,0,0,0,1.0,4.191792584151699e-07,0.00069650006480515
v105_s0434,105,434,0,0,0,1.0,4.1439977849222487e-07,0.0003971493279095739
v105_s0435,105,435,0,0,0,1.0,3.5767087069871195e-07,0.000443689787061885
v105_s0436,105,436,0,0,0,1.0,5.441333428279904e-07,0.0027667430695146322
v105_s0437,105,437,0,0,0,1.0,3.316036156775226e-07,0.00082098797429353
v105_s0438,105,438,0,0,0,1.0,3.768530518755142e-07,0.001690054778009653
v105_s0439,105,439,0,0,0,1.0,3.116501829936169e-07,0.00035292343818582594
v105_s0440,105,440,0,0,0,1.0,3.249894007240073e-07,0.0011592867085710168
v105_s0441,105,441,0,0,0,1.0,2.7391155299483216e-07,0.0004932026495225728
v105_s0442,105,442,0,0,0,1.0,2.6344184789195424e-07,0.00027768101426772773
v105_s0443,105,443,0,0,0,1.0,3.1053536986291874e-07,0.0011599925346672535
v105_s0444,105,444,0,0,0,1.0,2.6074300762957137e-07,0.0002518738619983196
v105_s0445,105,445,0,0,0,1.0,2.870199580229382e-07,0.0009920255979523063
v105_s0446,105,446,0,0,0,1.0,2.5124950298049953e-07,0.00010727394692366943
v105_s0447,105,447,0,0,0,1.0,2.3839423590743536e-07,0.0001152440527221188
v105_s0448,105,448,0,0,0,1.0,5.680809636032791e-07,0.011695004999637604
v105_s0449,105,449,0,0,0,1.0,2.5778274448384764e-07,0.0002566631301306188
v105_s0450,105,450,0,0,0,1.0,1.1958994946326129e-05,0.2945069372653961
v105_s0451,105,451,0,0,0,1.0,8.104748872028722e-07,0.009653471410274506
v105_s0452,105,452,0,0,0,1.0,2.6639554562279955e-07,8.123538282234222e-05
v105_s0453,105,453,0,0,0,1.0,3.0220851954254613e-07,0.0004469748819246888
v105_s0454,105,454,0,0,0,1.0,2.9275108204274147e-07,0.0003525085048750043
v105_s0455,105,455,0,0,0,1.0,2.9109588695064303e-07,0.00036573939723894
v105_s0456,105,456,0,0,0,1.0,2.64940695160476e-07,0.00017438828945159912
v105_s0457,105,457,0,0,0,1.0,3.432521680224454e-07,0.0007003028877079487
v105_s0458,105,458,0,0,0,1.0,4.3268718741273915e-07,0.00443820608779788
v105_s0459,105,459,0,0,0,1.0,3.453849330981029e-06,0.14529626071453094
v105_s0460,105,460,0,0,0,1.0,3.3175678026964306e-07,0.0005294072907418013
v105_s0461,105,461,0,0,0,1.0,4.104439881302824e-07,0.00512348348274827
v105_s0462,105,462,0,0,0,1.0,2.476490976732748e-07,0.00021080362785141915
v105_s0463,105,463,0,0,0,1.0,2.924416833138821e-07,0.00038432306610047817
v105_s0464,105,464,0,0,0,1.0,2.799203855374799e-07,0.00036599120358005166
v105_s0465,105,465,0,0,0,1.0,1.2404137805788196e-06,0.01725436933338642
v105_s0466,105,466,0,0,0,1.0,8.31622571695334e-07,0.013085334561765194
v105_s0467,105,467,0,0,0,1.0,2.8808725005546876e-07,0.001091099577024579
v105_s0468,105,468,0,0,0,1.0,2.2091637220000848e-05,0.46166515350341797
v105_s0469,105,469,0,0,0,1.0,1.6878988162716269e-06,0.03391731530427933
v105_s0470,105,470,0,0,0,1.0,2.0113448044867255e-06,0.02033376879990101
v105_s0471,105,471,0,0,0,1.0,9.19474416605226e-07,0.006054046098142862
v105_s0472,105,472,0,0,0,1.0,5.7216352615796495e-06,0.14152954518795013
v105_s0473,105,473,0,0,0,1.0,1.4083578207646497e-05,0.4803515672683716
v105_s0474,105,474,0,2,0,4.99999750000125e-07,3.088181256316602e-05,0.7689262628555298
v105_s0475,105,475,0,0,0,1.0,4.2152890955549083e-07,0.002439047209918499
v105_s0476,105,476,0,0,0,1.0,2.932726204107894e-07,0.0009232606971636415
v105_s0477,105,477,0,0,0,1.0,2.9009902391408104e-07,0.0006240184302441776
v105_s0478,105,478,0,0,0,1.0,8.200551633308351e-07,0.020995082333683968
v105_s0479,105,479,0,2,0,4.99999750000125e-07,2.9950822863611393e-05,0.7839799523353577
v105_s0480,105,480,0,3,0,3.3333322222225924e-07,5.614404653897509e-05,0.9758321046829224
v105_s0481,105,481,0,0,0,1.0,2.172207587136654e-06,0.05094306543469429
v105_s0482,105,482,0,0,0,1.0,4.2096795027646294e-07,0.0018169699469581246
v105_s0483,105,483,0,0,0,1.0,4.881777044829505e-07,0.004795797169208527
v105_s0484,105,484,0,0,0,1.0,2.591161205600656e-07,6.145748193375766e-05
v105_s0485,105,485,0,0,0,1.0,1.3034651829002541e-06,0.030338704586029053
v105_s0486,105,486,0,0,0,1.0,2.7602635555012967e-07,0.0001580983225721866
v105_s0487,105,487,0,0,0,1.0,3.035802933482046e-07,0.0002961148857139051
v105_s0488,105,488,0,0,0,1.0,3.068427929520112e-07,0.0001195072618429549
v105_s0489,105,489,0,0,0,1.0,2.969863146518037e-07,0.00020824396051466465
v105_s0490,105,490,0,0,0,1.0,2.901500977259275e-07,0.00027145285275764763
v105_s0491,105,491,0,0,0,1.0,3.1999761063161714e-07,0.0006803036667406559
v105_s0492,105,492,0,0,0,1.0,5.685525934495672e-07,0.007341509219259024
v105_s0493,105,493,0,0,0,1.0,4.1175391629622027e-07,0.0008445498533546925
v105_s0494,105,494,0,0,0,1.0,7.444855896210356e-07,0.005435319151729345
v105_s0495,105,495,0,0,0,1.0,5.923149615227885e-07,0.0013868891401216388
v105_s0496,105,496,0,0,0,1.0,3.6470947861744207e-07,0.0003286973515059799
v105_s0497,105,497,0,0,0,1.0,2.161905058528646e-06,0.05434873327612877
v105_s0498,105,498,0,0,0,1.0,3.7425871823870693e-07,0.0005437896470539272
v105_s0499,105,499,0,0,0,1.0,4.490104572596465e-07,0.0019039586186408997
v105_s0500,105,500,0,0,0,1.0,1.4933647207726608e-06,0.018546797335147858
v105_s0501,105,501,0,0,0,1.0,2.265318244099035e-06,0.0481141097843647
v105_s0502,105,502,0,2,0,4.99999750000125e-07,5.256994336377829e-05,0.8830538392066956
v105_s0503,105,503,0,0,0,1.0,4.4572158230948844e-07,0.0005052698543295264
v105_s0504,105,504,0,0,0,1.0,5.209383289184188e-07,0.0027638659812510014
v105_s0505,105,505,0,0,0,1.0,5.547858563659247e-07,0.0028120134957134724
v105_s0506,105,506,0,0,0,1.0,7.994147495082871e-07,0.003887874772772193
v105_s0507,105,507,0,0,0,1.0,4.170656779933779e-07,0.0011813229648396373
v105_s0508,105,508,0,0,0,1.0,8.230072126025334e-07,0.0065207043662667274
v105_s0509,105,509,0,0,0,1.0,4.544322962374281e-07,0.0022728140465915203
v105_s0510,105,510,0,0,0,1.0,3.6508328093987075e-07,0.00030773747130297124
v105_s0511,105,511,0,0,0,1.0,7.042552283564874e-07,0.004821628797799349
v105_s0512,105,512,0,10,0,9.9999990000001e-08,0.0001605062570888549,0.824140727519989
v105_s0513,105,513,0,14,0,7.142856632653097e-08,0.0002372453745920211,0.948610246181488
v105_s0514,105,514,0,33,0,3.0303029384756685e-08,0.0006154626607894897,0.9983287453651428
v105_s0515,105,515,0,174,0,5.7471264037521466e-09,0.0026883690152317286,0.9987016916275024
v105_s0516,105,516,0,0,0,1.0,1.1890491578014917e-06,0.00925372913479805
v105_s0517,105,517,0,7,0,1.428571224489825e-07,0.00010544660472078249,0.9559709429740906
v105_s0518,105,518,0,17,0,5.882352595155729e-08,0.0002654098207131028,0.9999924898147583
v105_s0519,105,519,0,0,0,1.0,7.372386789938901e-06,0.10107573121786118
v105_s0520,105,520,0,0,0,1.0,5.601868906524032e-06,0.07420171797275543
v105_s0521,105,521,0,0,0,1.0,2.1899909370404202e-06,0.03692519664764404
v105_s0522,105,522,0,0,0,1.0,3.8336901297952863e-07,0.0009118145680986345
v105_s0523,105,523,0,0,0,1.0,4.2429726931914047e-07,0.000912435061763972
v105_s0524,105,524,0,0,0,1.0,5.197271093493327e-07,0.0022321746218949556
v105_s0525,105,525,0,0,0,1.0,7.180533998507599e-07,0.003488885937258601
v105_s0526,105,526,0,0,0,1.0,3.4579718999339093e-07,0.0006622308283112943
v105_s0527,105,527,0,0,0,1.0,4.3214191691731685e-07,0.0016970394644886255
v105_s0528,105,528,0,0,0,1.0,2.2342749161907705e-06,0.05768322944641113
v105_s0529,105,529,0,0,0,1.0,4.1850728393910686e-07,0.0006593072903342545
v105_s0530,105,530,0,0,0,1.0,1.704723672446562e-06,0.026123566552996635
v105_s0531,105,531,0,0,0,1.0,1.7511073338027927e-06,0.06353770941495895
v105_s0532,105,532,0,0,0,1.0,1.2005859389319085e-05,0.4258355498313904
v105_s0533,105,533,0,0,0,1.0,5.683752419827215e-07,0.0007620353135280311
v105_s0534,105,534,0,0,0,1.0,3.8742868468943925e-07,0.001659258152358234
v105_s0535,105,535,0,0,0,1.0,3.577614222649572e-07,0.0004486482357606292
v105_s0536,105,536,0,5,0,1.99999960000008e-07,9.61239347816445e-05,0.9912307262420654
v105_s0537,105,537,0,0,0,1.0,2.719083113333909e-06,0.051135506480932236
v105_s0538,105,538,0,0,0,1.0,3.1035378924570978e-06,0.06803040951490402
v105_s0539,105,539,0,0,0,1.0,1.0174089766223915e-05,0.24128414690494537
v105_s0540,105,540,0,0,0,1.0,3.847650873467501e-07,0.0006645444664172828
v105_s0541,105,541,0,0,0,1.0,3.851668850529677e-07,0.0005010792519897223
v105_s0542,105,542,0,0,0,1.0,3.700440629472723e-07,0.0009827356552705169
v105_s0543,105,543,0,0,0,1.0,2.749646341726475e-07,0.00019718351541087031
v105_s0544,105,544,0,0,0,1.0,1.3099581792630488e-06,0.02290366031229496
v105_s0545,105,545,0,0,0,1.0,1.1086575568697299e-06,0.011048018001019955
v105_s0546,105,546,0,0,0,1.0,5.194894129090244e-06,0.08814401924610138
v105_s0547,105,547,0,0,0,1.0,8.011864451873407e-07,0.002752165077254176
v105_s0548,105,548,0,0,0,1.0,5.25698942510644e-06,0.21814924478530884
v105_s0549,105,549,0,0,0,1.0,7.965339818838402e-07,0.01013987883925438
v105_s0550,105,550,0,0,0,1.0,3.8198663787625264e-07,0.0003393962688278407
v105_s0551,105,551,0,0,0,1.0,5.458481382447644e-07,0.0028162982780486345
v105_s0552,105,552,0,0,0,1.0,2.1231192022241885e-06,0.05686945095658302
v105_s0553,105,553,0,0,0,1.0,3.991089840837958e-07,0.0010159201920032501
v105_s0554,105,554,0,0,0,1.0,4.174269747636572e-07,0.0011367378756403923
v105_s0555,105,555,0,0,0,1.0,4.59807864672257e-07,0.0025688305031508207
v105_s0556,105,556,0,0,0,1.0,9.216420949087478e-06,0.3906392455101013
v105_s0557,105,557,0,0,0,1.0,1.1260025303272414e-06,0.022191794589161873
v105_s0558,105,558,0,0,0,1.0,4.366447399206663e-07,0.001740212319418788
v105_s0559,105,559,0,0,0,1.0,2.5708086468512192e-06,0.0522039420902729
v105_s0560,105,560,0,0,0,1.0,9.77894615061814e-07,0.007783875800669193
v105_s0561,105,561,0,0,0,1.0,7.093688623172056e-07,0.002645548665896058
v105_s0562,105,562,0,0,0,1.0,6.300308541540289e-07,0.009744755923748016
v105_s0563,105,563,0,0,0,1.0,1.4767242646485101e-06,0.016101598739624023
v105_s0564,105,564,0,0,0,1.0,1.853716457844712e-05,0.10894566774368286
v105_s0565,105,565,0,0,0,1.0,1.012674033518124e-06,0.007259272504597902
v105_s0566,105,566,0,0,0,1.0,3.592423922782473e-07,0.0011101607233285904
v105_s0567,105,567,0,0,0,1.0,9.75163743532903e-07,0.023607205599546432
v105_s0568,105,568,0,0,0,1.0,4.1696739572216757e-07,0.0018373907078057528
v105_s0569,105,569,0,0,0,1.0,3.1160863045442966e-07,0.0006394281517714262
v105_s0570,105,570,0,0,0,1.0,5.673221039614873e-07,0.0052501726895570755
v105_s0571,105,571,0,0,0,1.0,2.7056948965764605e-05,0.22518309950828552
v105_s0572,105,572,0,2,0,4.99999750000125e-07,2.8906157240271568e-05,0.7615228891372681
v105_s0573,105,573,0,0,0,1.0,1.2370308013487374e-06,0.008756651543080807
v105_s0574,105,574,0,0,0,1.0,1.094712206395343e-05,0.1228674054145813
v105_s0575,105,575,0,25,0,3.999999840000006e-08,0.00037103629438206553,0.9992790818214417
v105_s0576,105,576,0,20,0,4.999999750000012e-08,0.00028175165061838925,0.999544084072113
v105_s0577,105,577,0,14,0,7.142856632653097e-08,0.00021560810273513198,0.9982790946960449
v105_s0578,105,578,0,8,0,1.2499998437500196e-07,0.00013869634130969644,0.9889477491378784
v105_s0579,105,579,0,0,0,1.0,2.788839537970489e-06,0.048308178782463074
v105_s0580,105,580,0,0,0,1.0,8.833087576931575e-07,0.007975855842232704
v105_s0581,105,581,0,0,0,1.0,4.130974048166536e-06,0.10988446325063705
v105_s0582,105,582,0,0,0,1.0,8.624961083114613e-07,0.004418621771037579
v105_s0583,105,583,0,0,0,1.0,2.9710713533859234e-06,0.060580529272556305
v105_s0584,105,584,0,0,0,1.0,6.167636570353352e-07,0.005919556133449078
v105_s0585,105,585,0,0,0,1.0,7.059974905132549e-06,0.10363063216209412
v105_s0586,105,586,0,2,0,4.99999750000125e-07,3.8764937926316634e-05,0.8390777111053467
v105_s0587,105,587,0,0,0,1.0,6.950206170586171e-07,0.004164897371083498
v105_s0588,105,588,0,4,0,2.499999375000156e-07,6.341405969578773e-05,0.8684758543968201
v105_s0589,105,589,0,0,0,1.0,9.125287192546239e-07,0.015438685193657875
v105_s0590,105,590,0,0,0,1.0,7.321112889258075e-07,0.005873621441423893
v105_s0591,105,591,0,0,0,1.0,1.8203115814685589e-06,0.006573475431650877
v105_s0592,105,592,0,36,0,2.7777777006172862e-08,0.0005523142754100263,0.9987785220146179
v105_s0593,105,593,0,147,0,6.80272104215836e-09,0.0022264576982706785,0.9999974966049194
v105_s0594,105,594,0,112,0,8.928571348852042e-09,0.0017634807154536247,0.9999996423721313
v105_s0595,105,595,0,0,0,1.0,2.5340473257529084e-06,0.043798454105854034
v105_s0596,105,596,0,0,0,1.0,6.048566660865617e-07,0.0054587023332715034
v105_s0597,105,597,0,0,0,1.0,2.8774757083738223e-06,0.07775247097015381
v105_s0598,105,598,0,0,0,1.0,3.5210928217566106e-07,0.0013121163938194513
v105_s0599,105,599,0,0,0,1.0,6.631586529692868e-06,0.2128140777349472
v105_s0600,105,600,0,0,0,1.0,7.24761434867105e-07,0.013397669419646263
v105_s0601,105,601,0,0,0,1.0,9.940931704477407e-07,0.01912083849310875
v105_s0602,105,602,0,0,0,1.0,9.615486078473623e-07,0.011355015449225903
v105_s0603,105,603,0,0,0,1.0,4.861344677919988e-07,0.0036962355952709913
v105_s0604,105,604,0,4,0,2.499999375000156e-07,4.7075009206309915e-05,0.7004386782646179
v105_s0605,105,605,0,0,0,1.0,2.9262693601594947e-07,0.0010337504791095853
v105_s0606,105,606,0,0,0,1.0,1.086950214812532e-05,0.11024315655231476
v105_s0607,105,607,0,11,0,9.090908264462886e-08,0.00017180675058625638,0.9999874830245972
v105_s0608,105,608,0,11,0,9.090908264462886e-08,0.00019226469157729298,0.9999997615814209
v105_s0609,105,609,0,31,0,3.225806347554634e-08,0.0004935467732138932,1.0
v105_s0610,105,610,0,63,0,1.5873015621063245e-08,0.0009647086262702942,1.0
v105_s0611,105,611,0,36,0,2.7777777006172862e-08,0.0005571387591771781,0.9999991655349731
v105_s0612,105,612,0,53,0,1.8867924172303316e-08,0.0007844258798286319,0.999982476234436
v105_s0613,105,613,0,41,0,2.4390243307555043e-08,0.0006253171595744789,0.9999805688858032
v105_s0614,105,614,0,8,0,1.2499998437500196e-07,0.00012151217379141599,0.9895690083503723
v105_s0615,105,615,0,1,0,9.99999000001e-07,2.422512261546217e-05,0.5563688278198242
v105_s0616,105,616,0,0,0,1.0,5.232815851741179e-07,0.002825785893946886
v105_s0617,105,617,0,0,0,1.0,7.400952881653211e-07,0.009384926408529282
v105_s0618,105,618,0,0,0,1.0,2.5721219572005793e-06,0.09055270254611969
v105_s0619,105,619,0,3,0,3.3333322222225924e-07,7.58061432861723e-05,0.8701369762420654
v105_s0620,105,620,0,1,0,9.99999000001e-07,1.7094567738240585e-05,0.5010110139846802
v105_s0621,105,621,0,2,0,4.99999750000125e-07,3.482006650301628e-05,0.7674696445465088
v105_s0622,105,622,0,15,0,6.666666222222252e-08,0.0002263799833599478,0.9946476817131042
v105_s0623,105,623,0,6,0,1.666666388888935e-07,0.00011669639934552833,0.9952173233032227
v105_s0624,105,624,0,0,0,1.0,6.7113574004906695e-06,0.20488330721855164
v105_s0625,105,625,0,4,0,2.499999375000156e-07,6.826144817750901e-05,0.980323076248169
v105_s0626,105,626,0,0,0,1.0,2.0444276742637157e-06,0.02831624448299408
v105_s0627,105,627,0,0,0,1.0,6.658043503193767e-07,0.009724466130137444
v105_s0628,105,628,0,4,0,2.499999375000156e-07,5.043974670115858e-05,0.6782224178314209
v105_s0629,105,629,0,0,0,1.0,5.110143206366047e-07,0.0008685890352353454
v105_s0630,105,630,0,0,0,1.0,8.979924359664437e-07,0.011114620603621006
v105_s0631,105,631,0,0,0,1.0,2.548089241827256e-07,0.001429637079127133
v105_s0632,105,632,0,0,0,1.0,4.235614312619873e-07,0.002354744356125593
v105_s0633,105,633,0,0,0,1.0,4.329475359554635e-06,0.09512514621019363
v105_s0634,105,634,0,0,0,1.0,6.286818461376242e-06,0.2031041979789734
v105_s0635,105,635,0,0,0,1.0,7.354669264714175e-07,0.007539855316281319
v105_s0636,105,636,0,0,0,1.0,2.3605711874097324e-07,0.000386145111406222
v105_s0637,105,637,0,0,0,1.0,4.6221066440921277e-07,0.006559896748512983
v105_s0638,105,638,0,0,0,1.0,2.633670987961523e-07,0.00020346480596344918
v105_s0639,105,639,0,0,0,1.0,1.1671130550894304e-06,0.029799414798617363
v105_s0640,105,640,0,0,0,1.0,2.847652922355337e-07,0.0003688959695864469
v105_s0641,105,641,0,0,0,1.0,3.2396050642091723e-07,0.00231448863632977
v105_s0642,105,642,0,0,0,1.0,3.1293296842704876e-07,0.0003241390222683549
v105_s0643,105,643,0,7,0,1.428571224489825e-07,0.00011793665180448443,0.9996284246444702
v105_s0644,105,644,0,4,0,2.499999375000156e-07,5.7885896239895374e-05,0.9676257371902466
v105_s0645,105,645,0,8,0,1.2499998437500196e-07,0.00013478197797667235,0.9992474317550659
v105_s0646,105,646,0,9,0,1.1111109876543348e-07,0.00013465962547343224,0.9953746199607849
v105_s0647,105,647,0,1,0,9.99999000001e-07,3.6714085581479594e-05,0.6123033761978149
v105_s0648,105,648,0,9,0,1.1111109876543348e-07,0.00014134503726381809,0.9995192289352417
v105_s0649,105,649,0,15,0,6.666666222222252e-08,0.000239151791902259,0.9999991655349731
v105_s0650,105,650,0,22,0,4.5454543388429843e-08,0.0003350136976223439,1.0
v105_s0651,105,651,0,15,0,6.666666222222252e-08,0.00023848062846809626,0.9999991655349731
v105_s0652,105,652,0,6,0,1.666666388888935e-07,8.090478513622656e-05,0.9865214824676514
v105_s0653,105,653,0,0,0,1.0,4.129068429392646e-07,0.0011195082915946841
v105_s0654,105,654,0,0,0,1.0,5.59228112706478e-07,0.0021281931549310684
v105_s0655,105,655,0,0,0,1.0,1.2798727766494267e-05,0.4499351978302002
v105_s0656,105,656,0,1,0,9.99999000001e-07,3.365305747138336e-05,0.7686085104942322
v105_s0657,105,657,0,12,0,8.333332638888946e-08,0.00018480344442650676,0.9993391633033752
v105_s0658,105,658,0,9,0,1.1111109876543348e-07,0.00011606753832893446,0.9879776239395142
v105_s0659,105,659,0,14,0,7.142856632653097e-08,0.00021331726748030633,0.9999043941497803
v105_s0660,105,660,0,10,0,9.9999990000001e-08,0.0001497679331805557,0.9991587400436401
v105_s0661,105,661,0,1,0,9.99999000001e-07,2.707117164391093e-05,0.5502339601516724
v105_s0662,105,662,0,0,0,1.0,1.5277022384907468e-06,0.039136528968811035
v105_s0663,105,663,0,2,0,4.99999750000125e-07,2.0831916117458604e-05,0.5162424445152283
v105_s0664,105,664,0,0,0,1.0,1.478041326663515e-06,0.03641224279999733
v105_s0665,105,665,0,0,0,1.0,2.1431802451843396e-05,0.4520130455493927
v105_s0666,105,666,0,0,0,1.0,3.810145926763653e-06,0.07831976562738419
v105_s0667,105,667,0,0,0,1.0,8.01724979737628e-07,0.002919525606557727
v105_s0668,105,668,0,0,0,1.0,1.0971409665216925e-06,0.01079523004591465
v105_s0669,105,669,0,0,0,1.0,4.040226031065686e-06,0.047983959317207336
v105_s0670,105,670,0,0,0,1.0,8.439331395493355e-06,0.18487481772899628
v105_s0671,105,671,0,0,0,1.0,4.234415882820031e-06,0.07434353232383728
v105_s0672,105,672,0,0,0,1.0,5.814786163682584e-06,0.06667809933423996
v105_s0673,105,673,0,0,0,1.0,5.614763722405769e-06,0.03927832469344139
v105_s0674,105,674,0,1,0,9.99999000001e-07,3.6687288229586557e-05,0.5723561644554138
v105_s0675,105,675,0,0,0,1.0,2.879090970964171e-06,0.03736293688416481
v105_s0676,105,676,0,6,0,1.666666388888935e-07,8.462522964691743e-05,0.920396625995636
v105_s0677,105,677,0,13,0,7.692307100591761e-08,0.0002376726915827021,0.9911680221557617
v105_s0678,105,678,0,21,0,4.761904535147403e-08,0.00034276596852578223,0.9985864162445068
v105_s0679,105,679,0,18,0,5.555555246913597e-08,0.00029009298305027187,0.9986617565155029
v105_s0680,105,680,0,21,0,4.761904535147403e-08,0.0003716321079991758,0.9998948574066162
v105_s0681,105,681,0,7,0,1.428571224489825e-07,0.00011264342174399644,0.9774633646011353
v105_s0682,105,682,0,0,0,1.0,1.538885771878995e-05,0.3289763033390045
v105_s0683,105,683,0,0,0,1.0,3.58015822712332e-05,0.37480106949806213
v105_s0684,105,684,0,0,0,1.0,5.4457327678392176e-06,0.04338965192437172
v105_s0685,105,685,0,0,0,1.0,6.675932127109263e-07,0.003918253816664219
v105_s0686,105,686,0,0,0,1.0,2.215030463048606e-06,0.026993278414011
v105_s0687,105,687,0,0,0,1.0,1.2807477105525322e-05,0.39210471510887146
v105_s0688,105,688,0,0,0,1.0,1.3805669368593954e-05,0.39443695545196533
v105_s0689,105,689,0,0,0,1.0,1.2649923519347794e-05,0.30690905451774597
v105_s0690,105,690,0,0,0,1.0,5.837152912135934e-07,0.010419297032058239
v105_s0691,105,691,0,0,0,1.0,2.9407257784441754e-07,0.0007685272139497101
v105_s0692,105,692,0,15,0,6.666666222222252e-08,0.0002265153161715716,0.9792997241020203
v105_s0693,105,693,0,45,0,2.2222221728395074e-08,0.0007160229724831879,0.9999996423721313
v105_s0694,105,694,0,34,0,2.9411763840830475e-08,0.0005371913430280983,0.9999998807907104
v105_s0695,105,695,0,26,0,3.846153698224858e-08,0.0004116236523259431,0.9999982118606567
v105_s0696,105,696,0,30,0,3.3333332222222255e-08,0.00046619813656434417,0.9999990463256836
v105_s0697,105,697,0,35,0,2.8571427755102065e-08,0.0005157397245056927,0.9999964237213135
v105_s0698,105,698,0,21,0,4.761904535147403e-08,0.00031725611188448966,0.9995431900024414
v105_s0699,105,699,0,24,0,4.166666493055563e-08,0.00038151146145537496,0.999998927116394
v105_s0700,105,700,0,23,0,4.347825897920613e-08,0.0003566377272363752,0.9999964237213135
v105_s0701,105,701,0,0,0,1.0,1.0028702490672003e-06,0.012628034688532352
v105_s0702,105,702,0,0,0,1.0,9.637761650083121e-06,0.1443246603012085
v105_s0703,105,703,0,0,0,1.0,9.342685416413588e-07,0.004549930803477764
v105_s0704,105,704,0,0,0,1.0,7.3093656283163e-07,0.0021726142149418592
v105_s0705,105,705,0,0,0,1.0,3.889652361976914e-06,0.08676642924547195
v105_s0706,105,706,0,8,0,1.2499998437500196e-07,0.00012159525795141235,0.9747763872146606
v105_s0707,105,707,0,1,0,9.99999000001e-07,4.4608383177546784e-05,0.5607914328575134
v105_s0708,105,708,0,9,0,1.1111109876543348e-07,0.00017391107394360006,0.983020007610321
v105_s0709,105,709,0,15,0,6.666666222222252e-08,0.00023039629741106182,0.9999977350234985
v105_s0710,105,710,0,11,0,9.090908264462886e-08,0.0001813782873796299,0.9999074935913086
v105_s0711,105,711,0,8,0,1.2499998437500196e-07,0.00013678664981853217,0.9639249444007874
v105_s0712,105,712,0,9,0,1.1111109876543348e-07,0.00012398876424413174,0.9976733326911926
v105_s0713,105,713,0,14,0,7.142856632653097e-08,0.000220731453737244,0.999997615814209
v105_s0714,105,714,0,8,0,1.2499998437500196e-07,0.00011903031554538757,0.9976703524589539
v105_s0715,105,715,0,7,0,1.428571224489825e-07,0.0001138065563281998,0.9961903095245361
v105_s0716,105,716,0,6,0,1.666666388888935e-07,8.959951082943007e-05,0.9673370122909546
v105_s0717,105,717,0,4,0,2.499999375000156e-07,6.919728184584528e-05,0.9481331706047058
v105_s0718,105,718,0,0,0,1.0,6.485940502898302e-06,0.2035168558359146
v105_s0719,105,719,0,0,0,1.0,2.022492253672681e-06,0.023165155202150345
v105_s0720,105,720,0,0,0,1.0,1.0717159284467925e-06,0.018170157447457314
v105_s0721,105,721,0,2,0,4.99999750000125e-07,2.7675740057020448e-05,0.5873700976371765
v105_s0722,105,722,0,0,0,1.0,4.009176564068184e-07,0.00028751612990163267
v105_s0723,105,723,0,0,0,1.0,7.721743031652295e-07,0.007836012169718742
v105_s0724,105,724,0,3,0,3.3333322222225924e-07,5.516800229088403e-05,0.8723612427711487
v105_s0725,105,725,0,0,0,1.0,3.818640550434793e-07,0.000415827234974131
v105_s0726,105,726,0,0,0,1.0,3.7795297203047085e-07,0.0006445361650548875
v105_s0727,105,727,0,0,0,1.0,3.9055316847225185e-07,0.0005198922590352595
v105_s0728,105,728,0,0,0,1.0,4.64115458953529e-07,0.00090245739556849
v105_s0729,105,729,0,0,0,1.0,4.056818738717993e-07,0.0004830156685784459
v105_s0730,105,730,0,0,0,1.0,3.9812880459066946e-07,0.00027701648650690913
v105_s0731,105,731,0,0,0,1.0,4.852788606513059e-07,0.00034781318390741944
v105_s0732,105,732,0,0,0,1.0,5.170370513951639e-07,0.0008177122799679637
v105_s0733,105,733,0,0,0,1.0,4.154429689151584e-07,0.00030001308186911047
v105_s0734,105,734,0,0,0,1.0,4.0542761325923493e-07,0.0001619299582671374
