sample_id,volume_id,slice_index,tumor_pixels_native,liver_background_pixels_native,tumor_mean_hu,tumor_median_hu,liver_background_mean_hu,liver_background_median_hu,mean_contrast_hu,median_contrast_hu,robust_effect_size
v108_s0437,108,437,3298,4124,58.84202575683594,58.0,91.15955352783203,96.0,-32.317527770996094,-38.0,-1.4217326641082764
v108_s0438,108,438,3435,4357,58.50334930419922,56.0,93.81248474121094,98.0,-35.30913543701172,-42.0,-1.6635133028030396
v108_s0439,108,439,3739,4410,58.286441802978516,56.0,97.67687225341797,100.0,-39.39043045043945,-44.0,-1.7912555932998657
v108_s0440,108,440,4044,4438,60.44609451293945,59.0,98.99166107177734,101.0,-38.54556655883789,-42.0,-1.6549752950668335
v108_s0441,108,441,4005,4919,61.553558349609375,61.0,98.37100982666016,101.0,-36.81745147705078,-40.0,-1.5842984914779663
v108_s0442,108,442,4076,5270,63.37070846557617,63.0,98.2973403930664,101.0,-34.926631927490234,-38.0,-1.5526599884033203
v108_s0443,108,443,4100,5656,63.70439147949219,63.0,97.76131439208984,100.0,-34.056922912597656,-37.0,-1.5062830448150635
v108_s0444,108,444,4442,5804,64.8205795288086,63.0,96.98311614990234,101.0,-32.16253662109375,-38.0,-1.4152158498764038
v108_s0445,108,445,4685,6073,64.50907135009766,63.0,95.7923583984375,101.0,-31.283287048339844,-38.0,-1.4498884677886963
v108_s0446,108,446,4752,6640,62.7843017578125,62.0,92.37725830078125,99.0,-29.59295654296875,-37.0,-1.420856237411499
v108_s0447,108,447,5092,7203,62.80714797973633,61.0,90.09481811523438,97.0,-27.287670135498047,-36.0,-1.3082293272018433
v108_s0448,108,448,6128,7321,64.16563415527344,62.0,89.01638793945312,97.0,-24.850753784179688,-35.0,-1.2755978107452393
v108_s0449,108,449,6535,7320,63.11522674560547,61.0,92.47158813476562,99.0,-29.356361389160156,-38.0,-1.3849347829818726
v108_s0450,108,450,6904,7421,62.3244514465332,61.0,94.7587890625,100.0,-32.4343376159668,-39.0,-1.4213804006576538
v108_s0451,108,451,7649,7148,62.04392623901367,60.0,97.62157440185547,103.0,-35.5776481628418,-43.0,-1.6512653827667236
v108_s0452,108,452,7879,7223,61.6616325378418,59.0,99.16267395019531,104.0,-37.501041412353516,-45.0,-1.7823357582092285
v108_s0453,108,453,7518,8025,59.03950500488281,57.0,97.76486206054688,103.0,-38.72535705566406,-46.0,-1.8219431638717651
v108_s0454,108,454,7866,8126,58.697303771972656,57.0,98.24723052978516,103.0,-39.5499267578125,-46.0,-1.8219431638717651
v108_s0455,108,455,7823,8574,57.947975158691406,56.0,97.82353973388672,102.0,-39.87556457519531,-46.0,-1.8795357942581177
v108_s0456,108,456,8295,8518,59.03556442260742,57.0,97.08699035644531,101.0,-38.05142593383789,-44.0,-1.7427282333374023
v108_s0457,108,457,8523,8517,59.158042907714844,57.0,98.03252410888672,102.0,-38.874481201171875,-45.0,-1.7823357582092285
v108_s0458,108,458,8811,8561,59.5894889831543,58.0,98.9653091430664,102.0,-39.37582015991211,-44.0,-1.7427282333374023
v108_s0459,108,459,9529,8277,61.427223205566406,60.0,99.89066314697266,103.0,-38.46343994140625,-43.0,-1.6512653827667236
v108_s0460,108,460,8966,9188,59.976131439208984,58.0,98.81236267089844,102.0,-38.83623123168945,-44.0,-1.6896668672561646
v108_s0461,108,461,8693,10076,58.851375579833984,57.0,96.57453155517578,100.0,-37.7231559753418,-43.0,-1.6566441059112549
v108_s0462,108,462,8629,10286,58.34638977050781,56.0,97.90345764160156,101.0,-39.55706787109375,-45.0,-1.7823357582092285
v108_s0463,108,463,8566,10769,58.03280258178711,56.5,97.33011627197266,100.0,-39.29731369018555,-43.5,-1.7007111310958862
v108_s0464,108,464,8631,11109,58.56494140625,56.0,97.16608428955078,101.0,-38.60114288330078,-45.0,-1.7336974143981934
v108_s0465,108,465,9586,10594,60.559776306152344,59.0,98.56126403808594,103.0,-38.001487731933594,-44.0,-1.6462167501449585
v108_s0466,108,466,9091,11404,57.90814971923828,56.0,99.63697052001953,103.0,-41.72882080078125,-47.0,-1.864768624305725
v108_s0467,108,467,9499,11624,58.43162536621094,57.0,99.87767028808594,104.0,-41.446044921875,-47.0,-1.9203952550888062
v108_s0468,108,468,9518,11815,58.2020378112793,57.0,99.63199615478516,103.0,-41.42995834350586,-46.0,-1.8795357942581177
v108_s0469,108,469,9633,12124,58.784698486328125,58.0,98.5019760131836,102.0,-39.71727752685547,-44.0,-1.7427282333374023
v108_s0470,108,470,9952,11789,59.665191650390625,58.0,99.80023956298828,103.0,-40.135047912597656,-45.0,-1.8933110237121582
v108_s0471,108,471,10995,10983,60.67494201660156,59.0,102.95465850830078,105.0,-42.27971649169922,-46.0,-1.9924067258834839
v108_s0472,108,472,10551,11779,59.81404495239258,58.0,102.0574722290039,104.0,-42.24342727661133,-46.0,-1.8726762533187866
v108_s0473,108,473,10105,12513,59.4971809387207,58.0,101.55702209472656,104.0,-42.05984115600586,-46.0,-1.8726762533187866
v108_s0474,108,474,9861,13331,60.28921890258789,58.0,99.88020324707031,103.0,-39.59098434448242,-45.0,-1.8319659233093262
v108_s0475,108,475,9750,13528,59.661949157714844,57.0,101.5877456665039,103.0,-41.92579650878906,-46.0,-1.8726762533187866
v108_s0476,108,476,9324,14120,58.97104263305664,56.0,101.82910919189453,104.0,-42.85806655883789,-48.0,-1.9540969133377075
v108_s0477,108,477,9187,14744,59.043540954589844,57.0,101.44316101074219,104.0,-42.399620056152344,-47.0,-1.913386583328247
v108_s0478,108,478,9019,15171,59.36545181274414,57.0,101.5790023803711,104.0,-42.21355056762695,-47.0,-1.8048714399337769
v108_s0479,108,479,8915,15462,59.407291412353516,57.0,102.32764434814453,105.0,-42.920352935791016,-48.0,-1.901158094406128
v108_s0480,108,480,8971,15641,60.6096305847168,59.0,103.40042114257812,105.0,-42.79079055786133,-46.0,-1.8726762533187866
v108_s0481,108,481,9074,15872,61.90522384643555,60.0,104.03900146484375,106.0,-42.1337776184082,-46.0,-1.8726762533187866
v108_s0482,108,482,9378,15922,63.6483268737793,61.0,105.32929229736328,107.0,-41.680965423583984,-46.0,-1.9241865873336792
v108_s0483,108,483,8566,16841,63.80597686767578,62.0,105.84050750732422,108.0,-42.03453063964844,-46.0,-1.9241865873336792
v108_s0484,108,484,8181,17343,66.14386749267578,64.0,106.26805877685547,108.0,-40.12419128417969,-44.0,-1.8405262231826782
v108_s0485,108,485,8035,17761,68.2049789428711,67.0,106.83187866210938,108.0,-38.62689971923828,-41.0,-1.6155710220336914
v108_s0486,108,486,8018,17953,69.30519104003906,68.0,107.91957092285156,109.0,-38.6143798828125,-41.0,-1.6570943593978882
v108_s0487,108,487,7610,18512,69.11695098876953,67.0,108.31520080566406,110.0,-39.19824981689453,-43.0,-1.694379448890686
v108_s0488,108,488,7716,18507,71.13206481933594,69.0,108.7336654663086,110.0,-37.601600646972656,-41.0,-1.6155710220336914
v108_s0489,108,489,6689,19938,68.13081359863281,66.0,107.71366119384766,109.0,-39.582847595214844,-43.0,-1.7505451440811157
v108_s0490,108,490,7054,19792,67.65438079833984,66.0,109.0755844116211,110.0,-41.42120361328125,-44.0,-1.8512375354766846
v108_s0491,108,491,6312,20580,65.1495590209961,63.0,108.85704803466797,110.0,-43.707489013671875,-47.0,-1.9774582386016846
v108_s0492,108,492,6175,20818,65.03643798828125,63.0,108.964599609375,110.0,-43.92816162109375,-47.0,-1.913386583328247
v108_s0493,108,493,6442,20833,66.61471557617188,64.0,109.11227416992188,110.0,-42.49755859375,-46.0,-1.8726762533187866
v108_s0494,108,494,6315,21118,66.1703872680664,64.0,109.25916290283203,110.0,-43.088775634765625,-46.0,-1.8125919103622437
v108_s0495,108,495,5893,21565,65.65060424804688,64.0,108.54672241210938,109.0,-42.8961181640625,-45.0,-1.7731877565383911
v108_s0496,108,496,5815,21738,65.83422088623047,63.0,107.64734649658203,109.0,-41.81312561035156,-46.0,-1.8726762533187866
v108_s0497,108,497,6202,21693,67.05836486816406,65.0,106.51361846923828,108.0,-39.45525360107422,-43.0,-1.694379448890686
v108_s0498,108,498,5461,22770,64.01446533203125,62.0,104.68243408203125,107.0,-40.66796875,-45.0,-1.7731877565383911
v108_s0499,108,499,5991,22233,65.41912841796875,64.0,106.26082611083984,108.0,-40.841697692871094,-44.0,-1.7337836027145386
v108_s0500,108,500,6806,21633,66.57125854492188,64.0,107.80608367919922,108.0,-41.234825134277344,-44.0,-1.6788182258605957
v108_s0501,108,501,6686,22109,65.50493621826172,63.0,107.11474609375,108.0,-41.60980987548828,-45.0,-1.7731877565383911
v108_s0502,108,502,6780,22446,66.09749603271484,63.0,106.34237670898438,107.0,-40.24488067626953,-44.0,-1.7337836027145386
v108_s0503,108,503,7028,22690,64.44208526611328,62.0,106.0314712524414,107.0,-41.589385986328125,-45.0,-1.8319659233093262
v108_s0504,108,504,5379,26059,58.248558044433594,56.0,101.5295639038086,103.0,-43.281005859375,-47.0,-1.9203952550888062
v108_s0505,108,505,5952,26589,58.20698928833008,56.0,102.05927276611328,104.0,-43.8522834777832,-48.0,-1.9612547159194946
v108_s0506,108,506,7595,25901,62.2246208190918,61.0,103.78302001953125,104.0,-41.55839920043945,-43.0,-1.7505451440811157
v108_s0507,108,507,6514,28021,58.604698181152344,57.0,102.58709716796875,104.0,-43.982398986816406,-47.0,-1.9774582386016846
v108_s0508,108,508,6472,28963,58.916717529296875,58.0,101.48828125,103.0,-42.571563720703125,-45.0,-1.8386763334274292
v108_s0509,108,509,6470,29591,58.0638313293457,56.0,100.4090805053711,102.0,-42.34524917602539,-46.0,-1.9353846311569214
v108_s0510,108,510,6780,30086,57.45943832397461,56.0,99.55171966552734,101.0,-42.092281341552734,-45.0,-1.8933110237121582
v108_s0511,108,511,7325,30387,58.234130859375,56.0,99.50765228271484,101.0,-41.273521423339844,-45.0,-1.8933110237121582
v108_s0512,108,512,8234,30116,58.99465560913086,57.0,100.53565979003906,102.0,-41.5410041809082,-45.0,-1.8933110237121582
v108_s0513,108,513,9710,29086,60.41596221923828,58.0,102.32242584228516,103.0,-41.906463623046875,-45.0,-1.7731877565383911
v108_s0514,108,514,9558,29876,59.700775146484375,58.0,101.83344268798828,102.0,-42.132667541503906,-44.0,-1.7337836027145386
v108_s0515,108,515,10847,29202,61.259056091308594,60.0,102.07605743408203,103.0,-40.81700134277344,-43.0,-1.7379282712936401
v108_s0516,108,516,11618,29023,61.020572662353516,58.0,102.14915466308594,103.0,-41.12858200073242,-45.0,-1.7731877565383911
v108_s0517,108,517,12026,29041,61.223846435546875,59.0,102.47701263427734,103.0,-41.25316619873047,-44.0,-1.7337836027145386
v108_s0518,108,518,11346,30163,59.4515266418457,58.0,102.19782257080078,103.0,-42.74629592895508,-45.0,-1.8319659233093262
v108_s0519,108,519,12552,29188,63.17232131958008,60.0,102.4622802734375,104.0,-39.28995895385742,-44.0,-1.7191768884658813
v108_s0520,108,520,11992,29962,61.26851272583008,59.0,102.62152099609375,104.0,-41.35300827026367,-45.0,-1.7731877565383911
v108_s0521,108,521,12366,29811,62.420265197753906,61.0,102.91361999511719,104.0,-40.49335479736328,-43.0,-1.694379448890686
v108_s0522,108,522,11667,30758,60.80774688720703,59.0,102.89261627197266,104.0,-42.084869384765625,-45.0,-1.8319659233093262
v108_s0523,108,523,11732,30917,61.853816986083984,60.0,103.05644226074219,104.0,-41.2026252746582,-44.0,-1.7912555932998657
v108_s0524,108,524,11359,31646,61.66792678833008,60.0,102.73001098632812,104.0,-41.06208419799805,-44.0,-1.7912555932998657
v108_s0525,108,525,11080,31671,62.53167724609375,61.0,102.94104766845703,105.0,-40.40937042236328,-44.0,-1.7912555932998657
v108_s0526,108,526,11147,31808,62.33094024658203,60.0,103.15131378173828,105.0,-40.82037353515625,-45.0,-1.8319659233093262
v108_s0527,108,527,11223,31618,62.373252868652344,60.0,103.6312255859375,105.0,-41.257972717285156,-45.0,-1.7823357582092285
v108_s0528,108,528,13397,29749,63.34731674194336,62.0,105.61554718017578,107.0,-42.26823043823242,-45.0,-1.7731877565383911
v108_s0529,108,529,12910,30498,61.82889175415039,60.0,104.8060531616211,107.0,-42.9771614074707,-47.0,-1.8615506887435913
v108_s0530,108,530,13165,30147,62.280670166015625,61.0,104.98146057128906,107.0,-42.70079040527344,-46.0,-1.8125919103622437
v108_s0531,108,531,13707,29683,62.91632080078125,61.0,105.0715560913086,107.0,-42.155235290527344,-46.0,-1.8125919103622437
v108_s0532,108,532,14775,28725,64.14273834228516,62.0,105.51850128173828,108.0,-41.375762939453125,-46.0,-1.8125919103622437
v108_s0533,108,533,14481,28950,63.71300506591797,62.0,105.63792419433594,108.0,-41.92491912841797,-46.0,-1.8125919103622437
v108_s0534,108,534,14605,28865,64.21835327148438,62.0,105.21084594726562,107.0,-40.99249267578125,-45.0,-1.7823357582092285
v108_s0535,108,535,15193,28214,65.15540313720703,62.0,105.8265380859375,108.0,-40.67113494873047,-46.0,-1.8726762533187866
v108_s0536,108,536,13720,29687,63.290306091308594,60.0,105.10563659667969,107.0,-41.815330505371094,-47.0,-1.913386583328247
v108_s0537,108,537,13485,30003,62.92962646484375,60.0,105.20828247070312,107.0,-42.278656005859375,-47.0,-1.913386583328247
v108_s0538,108,538,13615,29572,63.172088623046875,61.0,105.68838500976562,107.0,-42.51629638671875,-46.0,-1.8125919103622437
v108_s0539,108,539,12955,29996,62.1935920715332,60.0,104.88428497314453,106.0,-42.69069290161133,-46.0,-1.8726762533187866
v108_s0540,108,540,12316,30448,61.35141372680664,60.0,104.09015655517578,105.0,-42.73874282836914,-45.0,-1.7731877565383911
v108_s0541,108,541,11970,30894,61.46365737915039,59.0,102.62740325927734,104.0,-41.16374588012695,-45.0,-1.7731877565383911
v108_s0542,108,542,12256,30739,62.31258010864258,60.0,101.82617950439453,104.0,-39.51359939575195,-44.0,-1.6386709213256836
v108_s0543,108,543,13480,29971,63.35252380371094,61.0,101.15111541748047,103.0,-37.79859161376953,-42.0,-1.5174833536148071
v108_s0544,108,544,13030,30541,61.8751335144043,60.0,100.56733703613281,102.0,-38.692203521728516,-42.0,-1.5641858577728271
v108_s0545,108,545,12175,31900,59.528377532958984,57.0,99.19445037841797,101.0,-39.666072845458984,-44.0,-1.6386709213256836
v108_s0546,108,546,11634,32358,57.65110778808594,56.0,98.96417999267578,100.0,-41.313072204589844,-44.0,-1.6896668672561646
v108_s0547,108,547,11517,32541,56.89363479614258,55.0,99.08902740478516,100.0,-42.19539260864258,-45.0,-1.7823357582092285
v108_s0548,108,548,11812,32508,57.48603057861328,55.0,99.30512237548828,100.0,-41.819091796875,-45.0,-1.7823357582092285
v108_s0549,108,549,11124,33206,57.33414077758789,54.0,98.7051773071289,99.0,-41.371036529541016,-45.0,-1.7823357582092285
v108_s0550,108,550,12576,31634,61.10169982910156,59.0,99.3759536743164,100.0,-38.274253845214844,-41.0,-1.4813528060913086
v108_s0551,108,551,11199,32933,59.83989715576172,57.0,99.16251373291016,100.0,-39.32261657714844,-43.0,-1.6014283895492554
v108_s0552,108,552,11752,32164,60.2185173034668,58.0,100.61975860595703,101.0,-40.401241302490234,-43.0,-1.6406632661819458
v108_s0553,108,553,12939,31664,60.88136672973633,59.0,101.00312805175781,101.0,-40.121761322021484,-42.0,-1.6549752950668335
v108_s0554,108,554,11440,32274,60.50603103637695,58.0,101.48326873779297,102.0,-40.977237701416016,-44.0,-1.7337836027145386
v108_s0555,108,555,11245,31019,62.681636810302734,60.0,104.22093200683594,104.0,-41.5392951965332,-44.0,-1.7337836027145386
v108_s0556,108,556,9891,31679,61.009403228759766,58.0,104.69200134277344,105.0,-43.68259811401367,-47.0,-1.913386583328247
v108_s0557,108,557,9964,30992,61.927940368652344,59.0,105.36825561523438,105.0,-43.44031524658203,-46.0,-1.8125919103622437
v108_s0558,108,558,9096,31025,59.814971923828125,57.0,104.78765869140625,105.0,-44.972686767578125,-48.0,-2.019531726837158
v108_s0559,108,559,9524,30094,61.25714111328125,59.0,105.75486755371094,106.0,-44.49772644042969,-47.0,-1.9660166501998901
v108_s0560,108,560,9345,29837,60.2672004699707,58.0,104.84281158447266,105.0,-44.57561111450195,-47.0,-1.9660166501998901
v108_s0561,108,561,10007,28672,61.03147888183594,59.0,103.865966796875,104.0,-42.83448791503906,-45.0,-1.8823564052581787
v108_s0562,108,562,9542,28581,58.12177658081055,56.0,102.38774108886719,103.0,-44.26596450805664,-47.0,-1.9660166501998901
v108_s0563,108,563,8736,28685,53.99382019042969,52.0,100.61314392089844,101.0,-46.61932373046875,-49.0,-2.1984565258026123
v108_s0564,108,564,8686,27832,52.463157653808594,50.0,99.6567611694336,100.0,-47.193603515625,-50.0,-2.2433230876922607
v108_s0565,108,565,8435,27497,52.14155197143555,49.0,97.80874633789062,99.0,-45.66719436645508,-50.0,-2.1656594276428223
v108_s0566,108,566,8233,27060,51.94837951660156,50.0,97.27483367919922,98.0,-45.326454162597656,-48.0,-2.079033136367798
v108_s0567,108,567,7880,26646,51.96027755737305,50.0,97.36253356933594,98.0,-45.40225601196289,-48.0,-2.079033136367798
v108_s0568,108,568,8152,25365,54.44602584838867,52.0,98.73088836669922,99.0,-44.28486251831055,-47.0,-2.035719871520996
v108_s0569,108,569,8787,23802,57.82758712768555,55.0,99.877197265625,100.0,-42.04961013793945,-45.0,-1.8823564052581787
v108_s0570,108,570,8898,22804,59.44628143310547,57.0,100.07604217529297,100.0,-40.6297607421875,-43.0,-1.7379282712936401
v108_s0571,108,571,8105,22667,58.0929069519043,56.0,99.28327178955078,99.0,-41.190364837646484,-43.0,-1.7986961603164673
v108_s0572,108,572,7196,23001,55.85269546508789,54.0,98.19112396240234,99.0,-42.33842849731445,-45.0,-1.9490934610366821
v108_s0573,108,573,6603,22897,54.23625564575195,52.0,97.90753936767578,98.0,-43.67128372192383,-46.0,-2.063857078552246
v108_s0574,108,574,7155,21700,57.17232894897461,55.0,97.77566528320312,99.0,-40.603336334228516,-44.0,-1.8405262231826782
v108_s0575,108,575,7550,20818,59.25297927856445,58.0,97.585693359375,99.0,-38.33271408081055,-41.0,-1.7150357961654663
v108_s0576,108,576,6640,21150,57.87605285644531,56.0,96.62945556640625,98.0,-38.75340270996094,-42.0,-1.7098348140716553
v108_s0577,108,577,6626,20907,57.95306396484375,56.0,96.39867401123047,98.0,-38.44561004638672,-42.0,-1.7098348140716553
v108_s0578,108,578,6629,19678,59.74641799926758,58.0,98.24717712402344,100.0,-38.50075912475586,-42.0,-1.7098348140716553
v108_s0579,108,579,6525,18773,60.7342529296875,60.0,98.86187744140625,101.0,-38.12762451171875,-41.0,-1.6155710220336914
v108_s0580,108,580,5995,18726,60.280067443847656,60.0,97.63617706298828,100.0,-37.356109619140625,-40.0,-1.6284141540527344
v108_s0581,108,581,6477,17244,62.678245544433594,62.0,99.42142486572266,101.0,-36.74317932128906,-39.0,-1.587703824043274
v108_s0582,108,582,6143,16618,61.506103515625,61.0,99.45938110351562,101.0,-37.953277587890625,-40.0,-1.6284141540527344
v108_s0583,108,583,5502,16565,58.69829177856445,58.0,98.80259704589844,100.0,-40.104305267333984,-42.0,-1.7670903205871582
v108_s0584,108,584,5619,15515,57.790889739990234,56.0,99.69790649414062,101.0,-41.90701675415039,-45.0,-1.9571809768676758
v108_s0585,108,585,6223,14161,57.856178283691406,57.0,100.7924575805664,102.0,-42.936279296875,-45.0,-2.0189907550811768
v108_s0586,108,586,6219,13931,57.3643684387207,56.0,98.5556640625,100.0,-41.1912956237793,-44.0,-1.8512375354766846
v108_s0587,108,587,5758,13707,55.931053161621094,55.0,96.5893325805664,99.0,-40.65827941894531,-44.0,-1.7978167533874512
v108_s0588,108,588,5594,13010,54.10976028442383,53.0,95.94580841064453,98.0,-41.8360481262207,-45.0,-1.897005319595337
v108_s0589,108,589,5774,11947,54.7592658996582,54.0,96.24315643310547,98.0,-41.483890533447266,-44.0,-1.8512375354766846
v108_s0590,108,590,5731,11179,54.714534759521484,53.0,96.88827514648438,98.0,-42.17374038696289,-45.0,-1.9490934610366821
v108_s0591,108,591,5085,10887,52.01042175292969,50.0,96.30917358398438,98.0,-44.29875183105469,-48.0,-2.153589963912964
v108_s0592,108,592,5014,10609,53.5648193359375,53.0,94.48119354248047,97.0,-40.91637420654297,-44.0,-1.7912555932998657
v108_s0593,108,593,4795,10251,54.28759002685547,53.0,93.76997375488281,97.0,-39.482383728027344,-44.0,-1.8512375354766846
v108_s0594,108,594,4574,9609,53.97551345825195,52.0,94.5068130493164,96.0,-40.53129959106445,-44.0,-1.913688063621521
v108_s0595,108,595,4718,8759,55.729759216308594,54.0,94.67736053466797,97.0,-38.947601318359375,-43.0,-1.8091639280319214
v108_s0596,108,596,4298,8290,56.08469009399414,55.0,94.64197540283203,96.0,-38.55728530883789,-41.0,-1.7832093238830566
v108_s0597,108,597,3907,8192,55.19606018066406,54.0,92.9332275390625,94.0,-37.73716735839844,-40.0,-1.7397164106369019
v108_s0598,108,598,3849,7756,55.07664489746094,54.0,91.2894515991211,94.0,-36.212806701660156,-40.0,-1.7946584224700928
v108_s0599,108,599,3894,6954,57.053157806396484,56.0,92.11605072021484,94.0,-35.06289291381836,-38.0,-1.6459012031555176
v108_s0600,108,600,3402,6648,56.31716537475586,56.0,91.29828643798828,93.0,-34.98112106323242,-37.0,-1.6600589752197266
v108_s0601,108,601,2836,6536,57.323341369628906,56.0,89.27555084228516,91.0,-31.95220947265625,-35.0,-1.5222519636154175
v108_s0602,108,602,2647,6118,57.61994552612305,56.0,89.74272918701172,91.0,-32.12278366088867,-35.0,-1.6271140575408936
v108_s0603,108,603,2536,5548,59.46135711669922,58.0,91.62076568603516,92.0,-32.15940856933594,-34.0,-1.573169231414795
v108_s0604,108,604,2469,5206,60.53422546386719,59.0,91.34517669677734,92.0,-30.810951232910156,-33.0,-1.480593204498291
v108_s0605,108,605,1943,4893,59.93463897705078,58.0,91.64132690429688,93.0,-31.706687927246094,-35.0,-1.6819417476654053
v108_s0606,108,606,1892,4250,60.24101638793945,59.0,91.84517669677734,93.0,-31.60416030883789,-34.0,-1.6975535154342651
v108_s0607,108,607,1642,3629,58.375152587890625,57.0,91.963623046875,93.0,-33.588470458984375,-36.0,-1.729997158050537
v108_s0608,108,608,1332,3355,55.40465545654297,54.0,90.30938720703125,92.0,-34.90473175048828,-38.0,-1.8307607173919678
v108_s0609,108,609,1123,2862,52.11219787597656,51.0,89.15653228759766,90.0,-37.044334411621094,-39.0,-2.023472309112549
v108_s0610,108,610,1119,2671,51.62019729614258,52.0,85.07525634765625,86.0,-33.45505905151367,-34.0,-1.7640527486801147
v108_s0611,108,611,881,2302,50.31895446777344,50.0,80.751953125,82.0,-30.432998657226562,-32.0,-1.4876471757888794
v108_s0612,108,612,630,1896,50.839683532714844,50.0,77.71255493164062,79.0,-26.87287139892578,-29.0,-1.5046331882476807
v108_s0613,108,613,461,1443,49.650760650634766,50.0,74.96327209472656,75.0,-25.312511444091797,-25.0,-1.2932770252227783
v108_s0614,108,614,350,895,54.12571334838867,54.5,75.22010803222656,76.0,-21.09439468383789,-21.5,-1.137157917022705
v108_s0615,108,615,177,449,54.51412582397461,56.0,69.49888610839844,70.0,-14.984760284423828,-14.0,-0.7841877937316895
v109_s0310,109,310,26,3406,80.38461303710938,82.5,83.73429107666016,86.0,-3.3496780395507812,-3.5,-0.15461428463459015
v109_s0311,109,311,26,3556,81.15384674072266,76.5,84.25618743896484,86.0,-3.1023406982421875,-9.5,-0.4328661561012268
v109_s0312,109,312,31,3695,78.87096405029297,78.0,84.4790267944336,86.0,-5.608062744140625,-8.0,-0.3479433059692383
v109_s0313,109,313,35,3850,67.31428527832031,67.0,83.5792236328125,85.0,-16.264938354492188,-18.0,-0.7588021159172058
v109_s0314,109,314,47,4019,64.61701965332031,60.0,83.0766372680664,85.0,-18.459617614746094,-25.0,-1.2013869285583496
v109_s0315,109,315,53,4229,60.660377502441406,59.0,83.36935424804688,84.0,-22.70897674560547,-25.0,-0.9600380063056946
v109_s0316,109,316,53,4433,62.73584747314453,63.0,82.97901916503906,84.0,-20.24317169189453,-21.0,-1.0427906513214111
v109_s0317,109,317,57,4595,64.21052551269531,66.0,82.46507263183594,84.0,-18.254547119140625,-18.0,-0.9352949261665344
v109_s0318,109,318,69,4891,61.855072021484375,62.0,81.2107925415039,83.0,-19.35572052001953,-21.0,-0.9360037446022034
v109_s0319,109,319,76,5216,59.921051025390625,58.5,80.6602783203125,83.0,-20.739227294921875,-24.5,-1.0765430927276611
v109_s0320,109,320,82,5389,64.75609588623047,66.5,81.44757843017578,83.0,-16.691482543945312,-16.5,-0.6264324188232422
v109_s0321,109,321,110,5624,70.90908813476562,70.0,81.98506164550781,83.0,-11.075973510742188,-13.0,-0.5311731696128845
v109_s0322,109,322,207,5818,62.048309326171875,62.0,82.31523132324219,83.5,-20.266921997070312,-21.5,-0.8656678795814514
v109_s0323,109,323,197,6120,61.79695510864258,62.0,82.07075500488281,84.0,-20.273799896240234,-22.0,-0.8448334336280823
v109_s0324,109,324,203,6392,61.763545989990234,58.0,81.29004669189453,83.0,-19.526500701904297,-25.0,-0.9600380063056946
v109_s0325,109,325,245,6567,59.453060150146484,57.0,80.88092041015625,83.0,-21.427860260009766,-26.0,-1.062346339225769
v109_s0326,109,326,211,6883,51.90995407104492,51.0,80.93462371826172,83.0,-29.024669647216797,-32.0,-1.3075031042099
v109_s0327,109,327,252,7166,47.36507797241211,45.0,81.37970733642578,83.0,-34.01462936401367,-38.0,-1.437013030052185
v109_s0328,109,328,235,7425,41.310638427734375,40.0,81.60269165039062,84.0,-40.29205322265625,-44.0,-1.6896668672561646
v109_s0329,109,329,204,7724,45.009803771972656,46.0,82.34567260742188,84.0,-37.33586883544922,-38.0,-1.45925772190094
v109_s0330,109,330,212,8055,44.82075500488281,45.5,84.33656311035156,86.0,-39.51580810546875,-40.5,-1.5315533876419067
v109_s0331,109,331,250,8341,51.63199996948242,51.5,86.44790649414062,88.0,-34.8159065246582,-36.5,-1.6124061346054077
v109_s0332,109,332,213,8601,58.34272384643555,57.0,87.77665710449219,90.0,-29.43393325805664,-33.0,-1.3911372423171997
v109_s0333,109,333,226,8860,63.004425048828125,65.0,88.30699920654297,90.0,-25.302574157714844,-25.0,-1.0214868783950806
v109_s0334,109,334,237,9173,61.85232162475586,62.0,87.8134765625,89.0,-25.96115493774414,-27.0,-1.0101784467697144
v109_s0335,109,335,252,9591,58.69047546386719,59.0,85.84662628173828,88.0,-27.156150817871094,-29.0,-1.1172716617584229
v109_s0336,109,336,279,9774,55.73834991455078,57.0,84.40628051757812,86.0,-28.667930603027344,-29.0,-1.1506019830703735
v109_s0337,109,337,294,10029,48.9251708984375,50.0,82.51361083984375,84.0,-33.58843994140625,-34.0,-1.3892220258712769
v109_s0338,109,338,330,10349,44.53333282470703,45.0,81.0826187133789,83.0,-36.549285888671875,-38.0,-1.4217326641082764
v109_s0339,109,339,351,10620,44.128204345703125,45.0,81.00470733642578,82.0,-36.876502990722656,-37.0,-1.306265115737915
v109_s0340,109,340,403,10894,44.97270584106445,46.0,81.39241790771484,83.0,-36.41971206665039,-37.0,-1.2694131135940552
v109_s0341,109,341,461,11107,43.370933532714844,45.0,82.0734634399414,83.0,-38.70252990722656,-38.0,-1.5050835609436035
v109_s0342,109,342,533,11383,45.70919418334961,49.0,82.75920104980469,84.0,-37.05000686645508,-35.0,-1.3094905614852905
v109_s0343,109,343,626,11709,49.0910530090332,52.0,83.27423095703125,85.0,-34.18317794799805,-33.0,-1.2346625328063965
v109_s0344,109,344,549,12166,48.65391540527344,49.0,82.87629699707031,85.0,-34.222381591796875,-36.0,-1.3869578838348389
v109_s0345,109,345,479,12611,48.954071044921875,48.0,82.45254516601562,84.0,-33.49847412109375,-36.0,-1.4283334016799927
