split,volume_id,lesion_id_6conn,voxel_count,physical_volume_ml,equivalent_spherical_diameter_mm,bbox_x_mm,bbox_y_mm,bbox_z_mm,axial_span_slices,surface_voxel_per_mm3_proxy,centroid_distance_from_liver_centre_normalized,tiny_under_0_001_ml
train,46,37,1186,1.186000,13.132942,23.000000,22.000000,5.000000,5,0.569140,0.123965,False
train,46,38,627,0.627000,10.619147,19.000000,20.000000,3.000000,3,0.755981,0.097988,False
train,46,39,168,0.168000,6.846000,11.000000,15.000000,2.000000,2,1.000000,0.195328,False
train,46,40,118,0.118000,6.085475,10.000000,10.000000,2.000000,2,1.000000,0.232167,False
train,46,41,672,0.672000,10.867347,21.000000,18.000000,5.000000,5,0.742560,0.231922,False
train,46,42,124,0.124000,6.186918,11.000000,12.000000,2.000000,2,1.000000,0.165816,False
train,46,43,56,0.056000,4.746751,10.000000,9.000000,1.000000,1,1.000000,0.262125,False
train,46,44,443,0.443000,9.458052,18.000000,18.000000,4.000000,4,0.846501,0.274263,False
train,46,45,54,0.054000,4.689556,8.000000,8.000000,2.000000,2,1.000000,0.234031,False
train,46,46,241,0.241000,7.720987,15.000000,14.000000,2.000000,2,1.000000,0.283539,False
train,46,47,89,0.089000,5.539414,10.000000,12.000000,1.000000,1,1.000000,0.330473,False
train,46,48,127,0.127000,6.236415,12.000000,14.000000,1.000000,1,1.000000,0.373044,False
train,46,49,118,0.118000,6.085475,13.000000,13.000000,1.000000,1,1.000000,0.389446,False
train,46,50,298,0.298000,8.287163,13.000000,15.000000,2.000000,2,1.000000,0.439540,False
train,48,1,34339,81.870476,53.873629,54.687473,55.664035,50.000000,20,0.073409,0.111819,False
train,48,2,178,0.424385,9.323673,12.695306,10.742182,5.000000,2,0.419431,0.112485,False
train,48,3,269,0.641345,10.699524,18.554678,11.718744,5.000000,2,0.419431,0.128638,False
train,48,4,692,1.649855,14.660509,19.531240,20.507802,7.500000,3,0.359426,0.370511,False
train,49,1,3979,9.073853,25.878020,23.876953,34.382812,27.500000,11,0.173245,0.183125,False
train,49,2,44,0.100339,5.765327,8.595703,5.730469,2.500000,1,0.438513,0.199459,False
train,49,3,112,0.255409,7.871891,12.416016,10.505859,2.500000,1,0.438513,0.165404,False
train,49,4,63,0.143667,6.498103,7.640625,9.550781,2.500000,1,0.438513,0.224529,False
train,49,5,122,0.278213,8.099527,14.326172,10.505859,2.500000,1,0.438513,0.240856,False
train,49,6,168,0.383113,9.011066,12.416016,8.595703,7.500000,3,0.388919,0.126162,False
train,49,7,79,0.180154,7.007268,7.640625,6.685547,5.000000,2,0.438513,0.094742,False
train,49,8,110,0.250848,7.824753,10.505859,9.550781,5.000000,2,0.438513,0.161351,False
train,49,9,33,0.075254,5.238147,7.640625,4.775391,2.500000,1,0.438513,0.208319,False
train,49,10,58,0.132265,6.321436,10.505859,6.685547,2.500000,1,0.438513,0.108209,False
train,49,11,69,0.157350,6.698169,10.505859,7.640625,2.500000,1,0.438513,0.149526,False
train,49,12,73,0.166472,6.825179,9.550781,7.640625,2.500000,1,0.438513,0.208072,False
train,49,13,2223,5.069408,21.313407,24.832031,31.517578,22.500000,9,0.215212,0.126692,False
train,49,14,75,0.171033,6.886948,11.460938,7.640625,2.500000,1,0.438513,0.259431,False
train,49,15,84,0.191557,7.152088,7.640625,8.595703,5.000000,2,0.438513,0.135505,False
train,49,16,75,0.171033,6.886948,10.505859,7.640625,2.500000,1,0.438513,0.237380,False
train,49,17,145,0.330663,8.579508,13.371094,7.640625,5.000000,2,0.438513,0.210333,False
train,49,18,151,0.344346,8.696251,11.460938,9.550781,5.000000,2,0.438513,0.219780,False
train,49,19,79,0.180154,7.007268,10.505859,7.640625,2.500000,1,0.438513,0.208542,False
train,49,20,119,0.271372,8.032586,13.371094,9.550781,2.500000,1,0.438513,0.267102,False
train,49,21,103,0.234885,7.655122,12.416016,8.595703,2.500000,1,0.438513,0.319866,False
train,49,22,51,0.116302,6.056148,7.640625,6.685547,2.500000,1,0.438513,0.417736,False
train,50,1,3014,6.188413,22.778593,27.187500,21.750000,17.500000,7,0.225744,0.120159,False
train,51,1,162,0.395713,9.108787,14.437500,10.828125,3.000000,1,0.409388,0.261218,False
train,51,2,861,2.103141,15.896076,21.656250,16.242188,12.000000,4,0.268170,0.261663,False
train,51,3,5902,14.416654,30.196408,39.703125,39.703125,30.000000,10,0.176254,0.177238,False
train,51,4,64760,158.187486,67.100306,77.601562,68.578125,66.000000,22,0.071940,0.052505,False
train,51,5,279,0.681506,10.918349,18.046875,12.632812,6.000000,2,0.409388,0.097694,False
train,51,6,2384,5.823332,22.321548,21.656250,21.656250,21.000000,7,0.173955,0.172391,False
train,51,7,4777,11.668648,28.141072,35.191406,34.289062,21.000000,7,0.181769,0.145743,False
train,51,8,895,2.186192,16.102621,19.851562,14.437500,12.000000,4,0.274907,0.136094,False
train,51,9,6986,17.064512,31.942219,32.484375,28.875000,36.000000,12,0.129216,0.295680,False
train,51,10,37888,92.547984,56.120661,72.187500,63.164062,48.000000,16,0.096372,0.315223,False
train,51,11,1,0.002443,1.670920,0.902344,0.902344,3.000000,1,0.409388,0.429350,False
train,52,1,2108,3.682635,19.159612,33.437519,20.898449,17.500000,7,0.345133,0.245394,False
train,52,2,16188,28.280124,37.800212,37.617209,43.468775,35.000000,14,0.145367,0.317293,False
train,53,1,1810,5.230900,21.537367,30.600001,23.800001,24.000000,6,0.203024,0.183570,False
train,53,2,451,1.303390,13.552682,11.900000,11.900000,16.000000,4,0.224798,0.247501,False
train,54,1,513,1.759054,14.977070,13.250000,13.250000,20.000000,4,0.213183,0.050617,False
train,55,1,2797,3.101714,18.093992,19.314463,21.312511,15.000000,6,0.476833,0.435387,False
train,56,1,29219,37.656390,41.585956,40.939435,47.361307,46.000000,23,0.136710,0.190240,False
train,56,2,239078,308.115073,83.798859,101.947220,85.892540,86.000000,43,0.071564,0.324124,False
train,57,1,5653,3.493446,18.825730,23.203125,20.390625,21.250000,17,0.446837,0.210468,False
train,57,2,951,0.587700,10.392475,12.656250,13.359375,6.250000,5,0.915433,0.322732,False
train,58,1,189,0.176640,6.961399,6.152346,6.835940,6.000000,3,0.781251,0.139354,False
train,58,2,207,0.193463,7.175730,7.519534,7.519534,6.000000,3,0.935582,0.097834,False
train,58,3,121,0.113087,5.999813,5.468752,6.152346,6.000000,3,0.857748,0.055501,False
train,58,4,538,0.502816,9.865900,8.203128,10.937504,14.000000,7,0.610562,0.211223,False
train,58,5,388,0.362625,8.847485,9.570316,8.203128,10.000000,5,0.705963,0.127873,False
train,59,1,697,0.651417,10.755243,12.988286,10.937504,8.000000,4,0.744531,0.152657,False
train,60,1,11368,14.508437,30.260354,31.953120,35.148432,36.000000,18,0.207741,0.161618,False
train,61,1,407,0.584329,10.372567,12.124992,11.367180,7.500000,3,0.532234,0.229769,False
train,61,2,2509,3.602165,19.019029,23.492173,20.460925,20.000000,8,0.313700,0.244766,False
train,62,1,191,0.158691,6.717136,7.734372,7.089841,6.000000,3,1.008252,0.237311,False
train,62,2,3005,2.496676,16.831436,18.046868,18.691399,20.000000,10,0.490652,0.096189,False
train,63,1,154,0.421919,9.305579,8.882808,8.142574,10.000000,2,0.364999,0.204022,False
train,63,2,62,0.169863,6.871218,6.662106,6.662106,5.000000,1,0.364999,0.111707,False
train,63,3,18,0.049315,4.549818,4.441404,2.960936,5.000000,1,0.364999,0.124583,False
train,63,4,436,1.194523,13.164327,14.064446,13.324212,15.000000,3,0.314770,0.268182,False
train,63,5,18,0.049315,4.549818,3.701170,3.701170,5.000000,1,0.364999,0.129058,False
train,64,1,179093,216.438789,74.492433,67.628927,82.398463,76.000000,38,0.075569,0.150760,False
train,65,1,1670,0.521190,9.984642,11.875000,11.250000,7.989500,10,1.199179,0.276728,False
train,66,1,633,1.608496,14.536966,17.822275,12.832038,15.000000,3,0.330744,0.192677,False
train,66,2,696,1.768583,15.004066,14.970711,13.544929,20.000000,4,0.299109,0.084797,False
train,66,3,745,1.893095,15.348218,17.822275,14.970711,15.000000,3,0.335429,0.157058,False
train,66,4,32,0.081314,5.375133,4.990237,4.277346,5.000000,1,0.393535,0.178572,False
train,66,5,227,0.576822,10.327959,9.267583,9.980474,10.000000,2,0.393535,0.336330,False
train,67,1,525,0.663381,10.820684,12.085946,10.664070,12.500000,5,0.533630,0.107082,False
train,68,1,4888,5.420382,21.794342,22.644543,24.642591,22.499451,9,0.373405,0.184601,False
train,69,1,3113,3.538700,18.906671,24.125000,19.601562,20.000000,10,0.378670,0.251024,False
train,70,1,189,0.084387,5.442001,7.171872,5.378904,3.750000,3,1.872331,0.236095,False
train,70,2,35614,15.901326,31.199304,36.457017,34.664049,30.000000,24,0.440152,0.134191,False
train,70,3,84862,37.890110,41.671815,41.835921,56.179665,40.000000,32,0.366534,0.187713,False
train,71,1,135343,209.679321,73.708741,82.939453,90.175781,85.000000,17,0.184024,0.327149,False
train,71,2,214,0.331538,8.587070,9.462891,8.906250,5.000000,1,0.645476,0.290099,False
train,71,3,3335,5.166728,21.448932,21.708984,25.048828,20.000000,4,0.448833,0.181389,False
train,71,4,3586,5.555589,21.974069,23.378906,25.048828,20.000000,4,0.475197,0.152849,False
train,71,5,136,0.210697,7.382782,8.349609,7.236328,5.000000,1,0.645476,0.242392,False
train,71,6,84,0.130136,6.287338,5.566406,5.566406,5.000000,1,0.645476,0.183538,False
train,71,7,43,0.066617,5.029559,4.453125,4.453125,5.000000,1,0.645476,0.214380,False
train,72,1,320,0.367459,8.886621,9.488276,7.455074,10.000000,4,0.606871,0.417367,False
train,72,2,27,0.031004,3.897695,4.066404,4.066404,2.500000,1,0.870846,0.195948,False
train,72,3,3390,3.892766,19.517307,22.365223,21.687489,17.500000,7,0.406652,0.071040,False
train,72,4,18627,21.389542,34.440355,39.308573,36.597637,35.000000,14,0.242969,0.125091,False
train,73,1,592,2.142396,15.994366,17.121094,18.072266,16.000000,4,0.223581,0.145595,False
train,74,1,36723,125.328285,62.089309,75.181651,74.355479,50.000000,10,0.099076,0.391441,False
train,74,2,421,1.436789,14.000111,14.871096,11.566408,15.000000,3,0.258911,0.208934,False
train,75,1,2094,6.012709,22.560940,28.796875,17.429688,25.000000,5,0.208392,0.313497,False
train,75,2,254,0.729335,11.168021,9.851562,12.125000,15.000000,3,0.305758,0.228640,False
train,75,3,227,0.651808,10.757390,12.882812,9.093750,10.000000,2,0.348262,0.145289,False
train,75,4,128,0.367539,8.887268,7.578125,8.335938,10.000000,2,0.348262,0.123240,False
train,76,1,136510,187.988942,71.074077,103.906317,83.867241,75.000000,30,0.149812,0.281629,False
train,76,2,6991,9.627358,26.393856,33.398459,25.976579,25.000000,10,0.264870,0.184959,False
train,76,3,12972,17.863838,32.433368,34.882835,34.882835,32.500000,13,0.207290,0.111851,False
train,76,4,9685,13.337286,29.423180,34.140647,34.882835,25.000000,10,0.234306,0.088776,False
train,76,5,73,0.100529,5.768958,8.164068,6.679692,2.500000,1,0.726160,0.085700,False
train,76,6,10364,14.272342,30.095314,34.882835,35.625023,25.000000,10,0.237592,0.276832,False
train,76,7,95,0.130825,6.298410,5.937504,7.421880,5.000000,2,0.726160,0.175782,False
train,76,8,5273,7.261488,24.025679,24.492203,26.718767,25.000000,10,0.265510,0.200733,False
train,76,9,7266,10.006063,26.735493,27.460955,30.429707,25.000000,10,0.244552,0.232484,False
train,76,10,4279,5.892643,22.409758,20.039075,29.687519,25.000000,10,0.286119,0.260540,False
train,77,1,3850,11.741750,28.199716,38.269001,25.773001,25.000000,5,0.217685,0.082573,False
train,77,2,384,1.171125,13.077806,14.058000,12.496000,15.000000,3,0.286904,0.125962,False
train,78,1,69,0.106341,5.878062,6.281248,6.281248,5.000000,2,0.648856,0.421640,False
train,78,2,5365,8.268403,25.088480,25.124992,25.910148,25.000000,10,0.212738,0.349977,False
train,78,3,72,0.110965,5.962045,5.496092,7.066404,5.000000,2,0.648856,0.336211,False
train,78,4,345,0.531705,10.051344,10.992184,9.421872,12.500000,5,0.458901,0.212742,False
train,78,5,71,0.109423,5.934314,5.496092,6.281248,5.000000,2,0.648856,0.307072,False
train,78,6,139,0.214223,7.423739,7.066404,5.496092,10.000000,4,0.508815,0.329672,False
train,78,7,28,0.043153,4.351815,4.710936,4.710936,2.500000,1,0.648856,0.253480,False
train,78,8,437,0.673493,10.875392,11.777340,8.636716,12.500000,5,0.396440,0.104333,False
train,78,9,4328,6.670205,23.355017,24.339836,25.124992,22.500000,9,0.252166,0.072674,False
train,78,10,33,0.050859,4.596801,4.710936,5.496092,2.500000,1,0.648856,0.203488,False
train,78,11,241,0.371423,8.918465,11.777340,7.851560,7.500000,3,0.538469,0.040910,False
train,78,12,161,0.248129,7.796381,7.066404,7.851560,10.000000,4,0.511830,0.135962,False
train,78,13,26,0.040071,4.245631,4.710936,4.710936,2.500000,1,0.648856,0.170534,False
train,78,14,950,1.464116,14.088312,11.777340,14.132808,20.000000,8,0.312817,0.266507,False
train,79,1,856,1.630705,14.603567,15.937500,13.546875,15.000000,5,0.306616,0.344904,False
train,79,2,178,0.339095,8.651824,7.968750,8.765625,9.000000,3,0.439405,0.272064,False
train,79,3,175,0.333380,8.602943,9.562500,7.968750,6.000000,2,0.524926,0.359329,False
train,79,4,143,0.272419,8.042907,9.562500,7.968750,9.000000,3,0.484547,0.291585,False
train,79,5,748,1.424962,13.961590,13.546875,14.343750,12.000000,4,0.343167,0.115066,False
train,79,6,873,1.663091,14.699608,14.343750,14.343750,15.000000,5,0.309664,0.148833,False
train,79,7,169,0.321950,8.503478,10.359375,10.359375,6.000000,2,0.524926,0.070209,False
train,79,8,134,0.255274,7.870505,8.765625,8.765625,6.000000,2,0.524926,0.149185,False
train,79,9,3561,6.783809,23.486862,24.703125,23.109375,24.000000,8,0.211238,0.215676,False
train,79,10,2248,4.282506,20.148054,22.312500,19.921875,21.000000,7,0.244483,0.139921,False
train,80,1,84756,79.213028,53.284308,56.738281,52.636719,60.000000,30,0.162095,0.128838,False
train,80,2,3513,3.283253,18.440325,20.507812,19.824219,16.000000,8,0.427016,0.191215,False
train,81,1,5130,3.170242,18.226276,26.015625,19.687500,17.500000,14,0.546015,0.155507,False
train,82,1,141610,44.308441,43.903177,51.250000,55.625000,48.060000,60,0.469008,0.155101,False
train,83,1,98,0.037788,4.163427,5.195312,4.453125,3.500000,5,2.037696,0.242001,False
train,84,1,33300,13.386462,29.459298,32.585938,34.101562,33.599999,48,0.437905,0.255816,False
train,84,2,2060,0.828111,11.651005,13.640625,12.125000,11.200000,16,0.857373,0.200998,False
train,84,3,258749,104.016022,58.349061,67.445312,75.781250,72.099999,103,0.234608,0.072700,False
train,84,4,5441,2.187259,16.105241,17.429688,17.429688,20.300000,29,0.721451,0.165779,False
train,84,5,24416,9.815130,26.564347,28.796875,32.585938,37.099999,53,0.575132,0.165558,False
train,84,6,3287,1.321360,13.614683,18.187500,18.945312,14.700000,21,0.906641,0.135519,False
train,84,7,2,0.000804,1.153677,0.757812,0.757812,1.400000,2,2.487588,0.130018,True
train,84,8,71165,28.608034,37.945749,38.648438,42.437500,54.599999,78,0.304075,0.228940,False
train,84,9,1855,0.745702,11.250944,13.640625,12.882812,19.600000,28,1.096953,0.179501,False
train,84,10,1,0.000402,0.915674,0.757812,0.757812,0.700000,1,2.487588,0.167444,True
train,84,11,8,0.003216,1.831348,1.515625,2.273438,1.400000,2,2.487588,0.168107,False
train,84,12,86981,34.966000,40.571006,48.500000,62.898438,38.499999,55,0.317623,0.229164,False
train,84,13,54039,21.723453,34.618646,37.132812,45.468750,44.799999,64,0.478101,0.202100,False
train,84,14,1,0.000402,0.915674,0.757812,0.757812,0.700000,1,2.487588,0.272985,True
train,85,1,6059,1.761923,14.985208,22.558594,14.824219,9.800001,14,0.935909,0.177271,False
train,85,2,9485,2.758185,17.399693,22.558594,21.914062,14.000001,20,0.786024,0.187304,False
train,86,1,5859,1.916539,15.411315,16.406250,10.937500,28.000000,40,0.838491,0.229921,False
train,86,2,192,0.062805,4.931726,4.785156,4.785156,6.300000,9,2.085815,0.324828,False
train,88,1,251719,115.093173,60.350885,82.403998,77.867998,63.200001,79,0.225582,0.157954,False
train,88,2,201,0.091903,5.598998,5.292000,6.048000,8.000000,10,1.577751,0.221874,False
train,88,3,1,0.000457,0.955825,0.756000,0.756000,0.800000,1,2.187089,0.226996,True
train,88,4,467,0.213526,7.415674,7.560000,8.316000,8.800000,11,1.231701,0.217215,False
train,88,5,201,0.091903,5.598998,9.072000,6.804000,4.000000,5,1.610394,0.190543,False
train,88,6,1406,0.642864,10.707960,18.900000,14.364000,13.600000,17,1.095100,0.152122,False
train,88,7,146,0.066755,5.033027,7.560000,6.804000,4.000000,5,1.797607,0.137375,False
train,90,1,50204,24.497987,36.033844,42.955001,39.050001,44.000001,55,0.263042,0.312535,False
train,90,2,2350,1.146727,12.986350,15.620000,15.620000,16.800000,21,0.747345,0.309439,False
train,90,3,1,0.000488,0.976782,0.781000,0.781000,0.800000,1,2.049311,0.305776,True
train,90,4,114488,55.866575,47.429784,50.765001,65.604002,63.200001,79,0.251188,0.206864,False
train,90,5,82652,40.331600,42.548306,63.261001,74.195002,64.800001,81,0.338990,0.179762,False
train,90,6,262,0.127848,6.250262,11.715000,6.248000,5.600000,7,1.368815,0.244778,False
train,90,7,296,0.144439,6.509711,7.029000,8.591000,4.800000,6,1.287743,0.254431,False
train,90,8,640,0.312300,8.417655,10.934000,12.496000,8.800000,11,1.056676,0.256004,False
train,92,1,1132,0.407738,9.200137,11.407000,10.065000,9.600000,12,1.228729,0.299780,False
train,92,2,102,0.036740,4.124572,5.368000,4.697000,4.000000,5,2.204702,0.267053,False
train,92,3,125,0.045024,4.413829,3.355000,4.697000,6.400000,8,2.198822,0.257353,False
train,92,4,58,0.020891,3.417077,4.026000,4.697000,3.200000,4,2.393354,0.231174,False
train,92,5,234,0.084285,5.439815,6.039000,6.710000,4.800000,6,1.969505,0.256899,False
train,92,6,590,0.212514,7.403939,10.736000,8.052000,7.200000,9,1.388145,0.214512,False
train,92,7,125,0.045024,4.413829,6.039000,4.697000,2.400000,3,2.420926,0.155366,False
train,92,8,214,0.077081,5.280196,4.697000,6.710000,4.800000,6,1.868158,0.184699,False
train,92,9,52,0.018730,3.294933,3.355000,4.697000,3.200000,4,2.616120,0.167025,False
train,93,1,36270,12.716088,28.959094,35.748000,43.030000,29.600000,37,0.519421,0.268576,False
train,93,2,1111,0.389511,9.060951,10.592000,12.578000,8.000000,10,1.206640,0.310895,False
train,93,3,30926,10.842507,27.460622,30.452000,35.748000,36.000001,45,0.478026,0.178217,False
train,93,4,11925,4.180848,19.987351,22.508000,18.536000,28.800000,36,0.578112,0.277423,False
train,93,5,77007,26.998285,37.220241,35.748000,70.172000,43.200001,54,0.468326,0.106636,False
train,93,6,1613,0.565510,10.259997,12.578000,11.254000,8.000000,10,1.108734,0.258922,False
train,93,7,6259,2.194375,16.122687,22.508000,17.874000,15.200000,19,0.797038,0.195214,False
train,93,8,5480,1.921262,15.423963,13.240000,25.156000,21.600000,27,0.830184,0.170986,False
train,93,9,6426,2.252925,16.264824,23.170000,17.212000,22.400000,28,0.856664,0.158152,False
train,93,10,780,0.273464,8.053178,15.226000,13.240000,2.400000,3,2.252580,0.151107,False
train,93,11,4336,1.520181,14.265890,16.550000,17.212000,14.400000,18,0.919627,0.023477,False
train,93,12,18440,6.464976,23.112988,23.170000,28.466000,26.400000,33,0.512918,0.203293,False
train,93,13,245,0.085896,5.474248,7.944000,5.296000,4.000000,5,1.979142,0.098896,False
train,93,14,2619,0.918209,12.059083,11.916000,13.240000,12.800000,16,0.861460,0.193839,False
train,93,15,99331,34.824972,40.516388,48.988000,43.030000,59.200001,74,0.342082,0.133076,False
train,93,16,346,0.121306,6.141783,7.944000,7.282000,4.800000,6,1.813596,0.163355,False
train,93,17,2456,0.861062,11.803530,12.578000,10.592000,14.400000,18,0.845468,0.205238,False
train,93,18,20711,7.261177,24.025336,26.480000,28.466000,25.600000,32,0.470723,0.241471,False
train,93,19,616,0.215967,7.443823,9.268000,9.268000,7.200000,9,1.375212,0.185358,False
train,93,20,283,0.099218,5.743782,6.620000,7.944000,4.000000,5,1.864573,0.169900,False
train,93,21,1785,0.625812,10.612439,11.916000,9.930000,10.400000,13,0.998702,0.166681,False
train,93,22,4517,1.583639,14.461693,13.902000,15.226000,14.400000,18,0.759012,0.145643,False
train,93,23,892,0.312731,8.421525,11.254000,12.578000,9.600000,12,1.438937,0.168314,False
train,93,24,176,0.061705,4.902753,7.282000,5.296000,4.000000,5,2.204044,0.264529,False
train,93,25,285,0.099920,5.757281,7.282000,7.282000,5.600000,7,1.851488,0.262362,False
train,93,26,695,0.243664,7.749328,10.592000,7.282000,9.600000,12,1.440510,0.158311,False
train,93,27,2153,0.754831,11.296670,13.240000,11.254000,16.800000,21,1.071762,0.231852,False
train,93,28,1380,0.483821,9.740072,11.254000,13.240000,12.000000,15,1.211191,0.261006,False
train,93,29,3678,1.289489,13.504329,13.902000,15.888000,14.400000,18,0.842969,0.201387,False
train,93,30,5347,1.874633,15.298159,15.226000,21.184000,18.400000,23,0.763350,0.236066,False
train,94,1,7056,3.467618,18.779220,25.136719,28.488281,16.800000,24,0.508995,0.347321,False
train,94,2,609,0.299288,8.299090,12.568359,13.406250,7.000000,10,1.176123,0.193490,False
train,94,3,11000,5.405867,21.774871,25.974609,28.488281,21.000000,30,0.486138,0.098396,False
train,94,4,696,0.342044,8.676830,12.568359,8.378906,4.900000,7,1.029107,0.163941,False
train,94,5,583,0.286511,8.179264,10.892578,11.730469,7.000000,10,1.225084,0.144259,False
train,94,6,3582,1.760347,14.980738,20.947266,18.433594,11.900000,17,0.593065,0.180104,False
train,94,7,1184,0.581868,10.357985,11.730469,15.919922,9.800000,14,1.001946,0.269173,False
train,94,8,2659,1.306746,13.564303,17.595703,18.433594,10.500000,15,0.656593,0.173848,False
train,94,9,25689,12.624666,28.889527,28.488281,37.705078,43.399999,62,0.365317,0.138788,False
train,94,10,353,0.173479,6.919631,8.378906,10.054688,4.900000,7,1.152876,0.269024,False
train,94,11,6591,3.239097,18.357285,18.433594,21.785156,16.800000,24,0.479146,0.238406,False
train,94,12,633,0.311083,8.406707,10.892578,12.568359,7.000000,10,0.945085,0.171207,False
train,94,13,1364,0.670328,10.858324,12.568359,10.892578,12.600000,18,0.728002,0.258688,False
train,94,14,526,0.258499,7.903509,9.216797,8.378906,5.600000,8,1.040624,0.185895,False
train,95,1,2572,1.120659,12.887193,30.257999,29.519999,9.600000,12,1.065444,0.391233,False
train,95,2,1,0.000436,0.940592,0.738000,0.738000,0.800000,1,2.295077,0.427162,True
train,95,3,1,0.000436,0.940592,0.738000,0.738000,0.800000,1,2.295077,0.425089,True
train,95,4,1,0.000436,0.940592,0.738000,0.738000,0.800000,1,2.295077,0.423028,True
train,95,5,4,0.001743,1.493097,2.952000,0.738000,0.800000,1,2.295077,0.409301,False
train,95,6,2,0.000871,1.185072,1.476000,0.738000,0.800000,1,2.295077,0.391683,True
train,96,1,603,0.234964,7.655987,8.953125,9.699219,7.700000,11,1.336372,0.293197,False
train,96,2,915,0.356538,8.797699,9.699219,10.445312,9.800000,14,1.152752,0.170872,False
train,96,3,14117,5.500818,21.901618,28.351562,25.367188,32.899999,47,0.585004,0.211096,False
train,96,4,219,0.085335,5.462315,6.714844,7.460938,7.700000,11,1.722616,0.119381,False
train,96,5,1,0.000390,0.906210,0.746094,0.746094,0.700000,1,2.566346,0.271103,True
train,96,6,4628,1.803342,15.101724,19.398438,14.921875,23.100000,33,0.837334,0.267567,False
train,96,7,1386,0.540068,10.103763,14.921875,10.445312,11.900000,17,1.170224,0.177099,False
train,96,8,1,0.000390,0.906210,0.746094,0.746094,0.700000,1,2.566346,0.239107,True
train,96,9,665,0.259123,7.909869,6.714844,11.191406,11.200000,16,1.381582,0.065137,False
train,96,10,146,0.056890,4.771772,6.714844,6.714844,4.900000,7,1.828082,0.218404,False
train,96,11,534,0.208078,7.352062,10.445312,11.937500,7.000000,10,1.513856,0.174039,False
train,96,12,445,0.173398,6.918555,7.460938,9.699219,7.700000,11,1.487904,0.157214,False
train,96,13,515,0.200674,7.263810,8.953125,9.699219,8.400000,12,1.450110,0.269894,False
train,96,14,2474,0.964017,12.256373,11.191406,13.429688,20.300000,29,1.045625,0.284804,False
train,96,15,856,0.333548,8.604388,8.953125,12.683594,8.400000,12,1.238202,0.092891,False
train,96,16,98,0.038187,4.178022,4.476562,5.222656,5.600000,8,1.990227,0.208657,False
train,96,17,2165,0.843612,11.723250,14.921875,11.937500,16.100000,23,0.958972,0.244277,False
train,96,18,352,0.137160,6.398472,6.714844,8.207031,7.700000,11,1.443569,0.311689,False
train,96,19,3385,1.318996,13.606559,13.429688,17.160156,15.400000,22,0.873392,0.189315,False
train,96,20,1001,0.390049,9.065117,10.445312,8.953125,11.200000,16,1.207541,0.236896,False
train,96,21,2736,1.066107,12.674595,17.160156,15.667969,19.600000,28,1.119024,0.295096,False
train,96,22,1523,0.593451,10.426264,13.429688,13.429688,11.200000,16,1.078438,0.257139,False
train,96,23,1253,0.488243,9.769652,12.683594,12.683594,11.200000,16,1.194078,0.271817,False
train,96,24,1,0.000390,0.906210,0.746094,0.746094,0.700000,1,2.566346,0.267677,True
train,96,25,94,0.036628,4.120387,5.968750,5.222656,4.200000,6,2.156822,0.236853,False
train,96,26,1,0.000390,0.906210,0.746094,0.746094,0.700000,1,2.566346,0.294328,True
train,96,27,1,0.000390,0.906210,0.746094,0.746094,0.700000,1,2.566346,0.295027,True
train,96,28,417,0.162488,6.770292,11.937500,8.953125,6.300000,9,1.489342,0.205591,False
train,96,29,1,0.000390,0.906210,0.746094,0.746094,0.700000,1,2.566346,0.205100,True
train,97,1,371,0.135624,6.374493,7.226562,7.949219,6.300000,9,1.577896,0.201298,False
train,97,2,115525,42.231600,43.206223,54.199219,49.140625,61.599999,88,0.395225,0.103802,False
train,97,3,72289,26.426143,36.955441,42.636719,40.468750,62.299999,89,0.366645,0.186844,False
train,97,4,42166,15.414306,30.877475,44.082031,31.796875,33.599999,48,0.432715,0.168798,False
train,97,5,4,0.001462,1.408232,0.722656,2.890625,0.700000,1,2.735511,0.175101,False
train,97,6,2255,0.824343,11.633306,15.175781,14.453125,12.600000,18,1.039615,0.121345,False
train,97,7,17481,6.390397,23.023768,36.855469,35.410156,25.900000,37,0.668347,0.178200,False
train,97,8,684,0.250045,7.816392,8.671875,8.671875,8.400000,12,1.331762,0.102770,False
train,97,9,179463,65.604931,50.039461,61.425781,85.996094,95.199998,136,0.394315,0.120061,False
train,97,10,218173,79.755853,53.405745,64.316406,102.617188,81.899999,117,0.450713,0.205771,False
train,97,11,2153,0.787056,11.455191,15.898438,18.066406,9.800000,14,1.231170,0.049264,False
train,97,12,73769,26.967175,37.205940,42.636719,47.695312,48.999999,70,0.395147,0.192174,False
train,97,13,977,0.357154,8.802766,12.285156,11.562500,8.400000,12,1.439153,0.282851,False
train,98,1,61088,23.061614,35.315365,41.859375,40.390625,34.299999,49,0.380763,0.271399,False
train,98,2,21739,8.206791,25.026008,26.437500,27.906250,30.799999,44,0.526637,0.171618,False
train,98,3,814,0.307297,8.372462,9.546875,9.546875,12.600000,18,1.210556,0.227271,False
train,98,4,461031,174.045953,69.271581,80.781250,107.953125,84.699999,121,0.228124,0.133315,False
train,98,5,457,0.172524,6.906910,7.343750,7.343750,7.700000,11,1.263591,0.233625,False
train,98,6,14353,5.418468,21.791776,23.500000,22.765625,23.800000,34,0.492575,0.253347,False
train,98,7,2227,0.840725,11.709863,12.484375,12.484375,12.600000,18,0.846888,0.236928,False
train,98,8,22239,8.395548,25.216423,27.906250,28.640625,29.399999,42,0.454407,0.220206,False
